event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000004332,2026-01-21T06:48:57.2611680Z,SYS-0215,cache,dispatcher,node-32,queue_depth,3682,count,INFO,2026-01-21T06:49:05.2611680Z
EVT-000004333,2026-01-26T19:36:12.2611700Z,SYS-0084,db,sync,node-11,latency_ms,311.3,ms,INFO,2026-01-26T19:36:37.2611700Z
EVT-000004334,2026-01-25T04:57:54.2611720Z,SYS-0045,cache,ingest,node-02,cpu_usage,61.25,%,INFO,2026-01-25T04:58:13.2611720Z
EVT-000004335,2026-01-25T22:12:54.2611740Z,SYS-0088,db,sync,node-45,queue_depth,605,count,INFO,2026-01-25T22:13:04.2611740Z
EVT-000004336,2026-01-24T20:08:39.2611760Z,SYS-0141,api,auth,node-33,cpu_usage,42.26,%,INFO,2026-01-24T20:08:58.2611760Z
EVT-000004337,2026-01-26T06:37:12.2611780Z,SYS-0308,api,dispatcher,node-24,mem_usage,17004,MB,INFO,2026-01-26T06:37:12.2611780Z
EVT-000004338,2026-01-25T09:51:22.2611800Z,SYS-0497,cache,ingest,node-06,mem_usage,26616,MB,INFO,2026-01-25T09:51:46.2611800Z
EVT-000004339,2026-01-23T02:53:08.2611830Z,SYS-0358,api,sync,node-06,mem_usage,30264,MB,INFO,2026-01-23T02:53:09.2611830Z
EVT-000004340,2026-01-22T14:49:31.2611850Z,SYS-0164,api,dispatcher,node-39,cpu_usage,40.45,%,INFO,2026-01-22T14:49:51.2611850Z
EVT-000004341,2026-01-25T03:16:18.2611870Z,SYS-0283,cache,sync,node-49,queue_depth,3993,count,INFO,2026-01-25T03:16:37.2611870Z
EVT-000004342,2026-01-27T00:53:20.2611890Z,SYS-0189,worker,dispatcher,node-38,mem_usage,2816,MB,INFO,2026-01-27T00:53:33.2611890Z
EVT-000004343,2026-01-25T19:46:23.2611910Z,SYS-0415,worker,dispatcher,node-48,latency_ms,336,ms,INFO,2026-01-25T19:46:43.2611910Z
EVT-000004344,2026-01-20T20:59:19.2611930Z,SYS-0273,cache,auth,node-16,queue_depth,1682,count,INFO,2026-01-20T20:59:36.2611930Z
EVT-000004345,2026-01-26T08:58:39.2611950Z,SYS-0139,api,ingest,node-18,mem_usage,9297,MB,INFO,2026-01-26T08:59:06.2611950Z
EVT-000004346,2026-01-22T22:46:13.2611970Z,SYS-0463,cache,ingest,node-10,cpu_usage,79.18,%,WARN,2026-01-22T22:46:20.2611970Z
EVT-000004347,2026-01-22T01:25:36.2612000Z,SYS-0010,worker,dispatcher,node-42,mem_usage,22200,MB,INFO,2026-01-22T01:25:46.2612000Z
EVT-000004348,2026-01-26T14:11:43.2612030Z,SYS-0386,db,sync,node-39,queue_depth,4839,count,INFO,2026-01-26T14:11:44.2612030Z
EVT-000004349,2026-01-26T19:11:38.2612050Z,SYS-0180,worker,sync,node-22,queue_depth,3351,count,INFO,2026-01-26T19:11:54.2612050Z
EVT-000004350,2026-01-22T10:43:53.2612070Z,SYS-0079,api,auth,node-07,mem_usage,763,MB,INFO,2026-01-22T10:44:14.2612070Z
EVT-000004351,2026-01-26T03:23:44.2612090Z,SYS-0144,cache,sync,node-05,mem_usage,2168,MB,INFO,2026-01-26T03:24:01.2612090Z
EVT-000004352,2026-01-25T06:22:43.2612110Z,SYS-0138,api,ingest,node-34,latency_ms,496.3,ms,INFO,2026-01-25T06:23:11.2612110Z
EVT-000004353,2026-01-22T02:37:52.2612130Z,SYS-0364,db,dispatcher,node-34,mem_usage,6125,MB,INFO,2026-01-22T02:38:02.2612130Z
EVT-000004354,2026-01-21T02:05:57.2612150Z,SYS-0211,worker,ingest,node-21,queue_depth,3028,count,INFO,2026-01-21T02:06:19.2612150Z
EVT-000004355,2026-01-22T12:13:05.2612170Z,SYS-0022,db,ingest,node-37,queue_depth,4954,count,INFO,2026-01-22T12:13:14.2612170Z
EVT-000004356,2026-01-22T04:26:11.2612200Z,SYS-0087,cache,auth,node-17,cpu_usage,38.24,%,INFO,2026-01-22T04:26:35.2612200Z
EVT-000004357,2026-01-24T13:20:32.2612220Z,SYS-0378,api,sync,node-38,cpu_usage,94.51,%,ERROR,2026-01-24T13:20:35.2612220Z
EVT-000004358,2026-01-20T09:16:48.2612240Z,SYS-0090,cache,ingest,node-48,mem_usage,23963,MB,INFO,2026-01-20T09:17:08.2612240Z
EVT-000004359,2026-01-25T02:57:51.2612260Z,SYS-0163,cache,ingest,node-07,latency_ms,820.4,ms,WARN,2026-01-25T02:58:13.2612260Z
EVT-000004360,2026-01-25T08:46:34.2613220Z,SYS-0017,db,ingest,node-23,cpu_usage,40.53,%,INFO,2026-01-25T08:46:35.2613220Z
EVT-000004361,2026-01-23T02:31:23.2613240Z,SYS-0348,cache,ingest,node-27,cpu_usage,13.85,%,INFO,2026-01-23T02:31:24.2613240Z
EVT-000004362,2026-01-20T13:07:26.2613260Z,SYS-0169,worker,ingest,node-35,mem_usage,23182,MB,INFO,2026-01-20T13:07:39.2613260Z
EVT-000004363,2026-01-27T02:23:03.2613280Z,SYS-0455,worker,auth,node-14,queue_depth,2955,count,INFO,2026-01-27T02:23:09.2613280Z
EVT-000004364,2026-01-26T13:00:04.2613300Z,SYS-0399,db,ingest,node-33,mem_usage,29762,MB,INFO,2026-01-26T13:00:27.2613300Z
EVT-000004365,2026-01-23T22:52:36.2613340Z,SYS-0348,db,sync,node-25,cpu_usage,44.49,%,INFO,2026-01-23T22:52:42.2613340Z
EVT-000004366,2026-01-24T06:09:43.2613360Z,SYS-0118,db,dispatcher,node-21,latency_ms,895.9,ms,WARN,2026-01-24T06:09:52.2613360Z
EVT-000004367,2026-01-24T21:53:11.2613380Z,SYS-0287,api,ingest,node-26,mem_usage,32264,MB,INFO,2026-01-24T21:53:14.2613380Z
EVT-000004368,2026-01-23T05:51:09.2613400Z,SYS-0425,worker,ingest,node-27,mem_usage,30241,MB,INFO,2026-01-23T05:51:21.2613400Z
EVT-000004369,2026-01-24T14:26:16.2613420Z,SYS-0151,cache,auth,node-35,mem_usage,15088,MB,INFO,2026-01-24T14:26:30.2613420Z
EVT-000004370,2026-01-25T13:46:16.2613440Z,SYS-0013,cache,auth,node-07,latency_ms,893.3,ms,WARN,2026-01-25T13:46:22.2613440Z
EVT-000004371,2026-01-24T10:05:05.2613460Z,SYS-0122,worker,auth,node-21,mem_usage,18518,MB,INFO,2026-01-24T10:05:26.2613460Z
EVT-000004372,2026-01-21T02:36:12.2613480Z,SYS-0148,api,ingest,node-31,queue_depth,4602,count,INFO,2026-01-21T02:36:21.2613480Z
EVT-000004373,2026-01-21T00:37:41.2613510Z,SYS-0015,worker,auth,node-11,queue_depth,3619,count,INFO,2026-01-21T00:37:44.2613510Z
EVT-000004374,2026-01-25T02:20:29.2613530Z,SYS-0350,api,ingest,node-30,latency_ms,300.9,ms,INFO,2026-01-25T02:20:36.2613530Z
EVT-000004375,2026-01-26T17:54:46.2613550Z,SYS-0108,db,sync,node-46,latency_ms,232.5,ms,INFO,2026-01-26T17:55:08.2613550Z
EVT-000004376,2026-01-21T19:45:25.2613570Z,SYS-0189,worker,sync,node-14,latency_ms,1130.5,ms,WARN,2026-01-21T19:45:28.2613570Z
EVT-000004377,2026-01-22T19:26:15.2613590Z,SYS-0457,db,auth,node-22,mem_usage,1179,MB,INFO,2026-01-22T19:26:30.2613590Z
EVT-000004378,2026-01-21T23:36:22.2613610Z,SYS-0269,cache,ingest,node-14,cpu_usage,76.12,%,WARN,2026-01-21T23:36:25.2613610Z
EVT-000004379,2026-01-23T23:33:42.2613630Z,SYS-0432,worker,sync,node-09,queue_depth,4653,count,INFO,2026-01-23T23:34:08.2613630Z
EVT-000004380,2026-01-25T01:01:28.2613650Z,SYS-0150,worker,dispatcher,node-14,mem_usage,19715,MB,INFO,2026-01-25T01:01:56.2613650Z
EVT-000004381,2026-01-21T15:00:51.2613670Z,SYS-0159,worker,ingest,node-12,cpu_usage,82.18,%,WARN,2026-01-21T15:00:56.2613670Z
EVT-000004382,2026-01-22T10:18:47.2613700Z,SYS-0452,cache,sync,node-44,mem_usage,25729,MB,INFO,2026-01-22T10:19:04.2613700Z
EVT-000004383,2026-01-23T19:31:35.2613720Z,SYS-0282,worker,sync,node-21,mem_usage,19501,MB,INFO,2026-01-23T19:32:04.2613720Z
EVT-000004384,2026-01-25T19:41:06.2613740Z,SYS-0135,api,auth,node-04,cpu_usage,36.68,%,INFO,2026-01-25T19:41:34.2613740Z
EVT-000004385,2026-01-27T03:00:31.2613760Z,SYS-0328,cache,dispatcher,node-33,cpu_usage,51.1,%,INFO,2026-01-27T03:00:31.2613760Z
EVT-000004386,2026-01-24T00:56:49.2613780Z,SYS-0295,api,sync,node-42,queue_depth,2871,count,INFO,2026-01-24T00:57:04.2613780Z
EVT-000004387,2026-01-22T21:50:17.2613800Z,SYS-0353,api,ingest,node-02,cpu_usage,84.23,%,WARN,2026-01-22T21:50:38.2613800Z
EVT-000004388,2026-01-27T03:18:13.2613820Z,SYS-0459,db,dispatcher,node-43,queue_depth,3579,count,INFO,2026-01-27T03:18:29.2613820Z
EVT-000004389,2026-01-23T18:17:53.2613840Z,SYS-0292,worker,auth,node-33,latency_ms,44.9,ms,INFO,2026-01-23T18:17:54.2613840Z
EVT-000004390,2026-01-24T00:39:36.2613860Z,SYS-0145,worker,dispatcher,node-07,mem_usage,20979,MB,INFO,2026-01-24T00:39:56.2613860Z
EVT-000004391,2026-01-21T21:44:30.2613890Z,SYS-0385,db,sync,node-47,queue_depth,854,count,INFO,2026-01-21T21:44:53.2613890Z
EVT-000004392,2026-01-25T03:50:59.2613910Z,SYS-0077,api,ingest,node-19,queue_depth,691,count,INFO,2026-01-25T03:51:25.2613910Z
EVT-000004393,2026-01-22T10:08:42.2613930Z,SYS-0103,db,sync,node-04,mem_usage,25638,MB,INFO,2026-01-22T10:09:02.2613930Z
EVT-000004394,2026-01-24T09:14:39.2613950Z,SYS-0379,db,ingest,node-38,cpu_usage,48.61,%,INFO,2026-01-24T09:14:47.2613950Z
EVT-000004395,2026-01-20T19:37:29.2613970Z,SYS-0131,worker,auth,node-05,mem_usage,2687,MB,INFO,2026-01-20T19:37:41.2613970Z
EVT-000004396,2026-01-23T16:18:54.2613990Z,SYS-0355,worker,ingest,node-30,mem_usage,3904,MB,INFO,2026-01-23T16:18:58.2613990Z
EVT-000004397,2026-01-24T18:10:50.2614010Z,SYS-0062,cache,dispatcher,node-30,mem_usage,12923,MB,INFO,2026-01-24T18:11:19.2614010Z
EVT-000004398,2026-01-22T01:26:05.2614030Z,SYS-0476,db,auth,node-48,mem_usage,32117,MB,INFO,2026-01-22T01:26:25.2614030Z
EVT-000004399,2026-01-23T11:23:38.2614060Z,SYS-0418,worker,auth,node-14,cpu_usage,23.76,%,INFO,2026-01-23T11:23:42.2614060Z
EVT-000004400,2026-01-24T09:43:29.2614080Z,SYS-0405,cache,sync,node-44,mem_usage,3317,MB,INFO,2026-01-24T09:43:48.2614080Z
EVT-000004401,2026-01-20T21:36:51.2614100Z,SYS-0080,db,ingest,node-04,queue_depth,3995,count,INFO,2026-01-20T21:37:17.2614100Z
EVT-000004402,2026-01-20T08:27:53.2614120Z,SYS-0462,api,auth,node-32,latency_ms,1409.2,ms,ERROR,2026-01-20T08:28:14.2614120Z
EVT-000004403,2026-01-26T09:30:49.2614140Z,SYS-0360,cache,dispatcher,node-41,latency_ms,346.3,ms,INFO,2026-01-26T09:31:16.2614140Z
EVT-000004404,2026-01-22T05:10:39.2614160Z,SYS-0218,cache,dispatcher,node-26,cpu_usage,45.98,%,INFO,2026-01-22T05:11:04.2614160Z
EVT-000004405,2026-01-26T10:31:00.2614180Z,SYS-0148,db,dispatcher,node-42,mem_usage,21529,MB,INFO,2026-01-26T10:31:01.2614180Z
EVT-000004406,2026-01-25T10:25:07.2614200Z,SYS-0282,worker,sync,node-46,cpu_usage,84.42,%,WARN,2026-01-25T10:25:33.2614200Z
EVT-000004407,2026-01-22T12:13:49.2614220Z,SYS-0436,db,auth,node-22,mem_usage,18969,MB,INFO,2026-01-22T12:14:17.2614220Z
EVT-000004408,2026-01-21T07:37:03.2614250Z,SYS-0237,db,ingest,node-38,cpu_usage,38.23,%,INFO,2026-01-21T07:37:17.2614250Z
EVT-000004409,2026-01-24T13:04:28.2614270Z,SYS-0203,worker,sync,node-18,cpu_usage,16.61,%,INFO,2026-01-24T13:04:29.2614270Z
EVT-000004410,2026-01-21T07:56:38.2614290Z,SYS-0368,db,sync,node-36,latency_ms,301.4,ms,INFO,2026-01-21T07:56:54.2614290Z
EVT-000004411,2026-01-23T10:42:17.2614310Z,SYS-0268,cache,ingest,node-20,mem_usage,9472,MB,INFO,2026-01-23T10:42:38.2614310Z
EVT-000004412,2026-01-26T23:50:17.2614330Z,SYS-0432,cache,sync,node-31,cpu_usage,35.01,%,INFO,2026-01-26T23:50:22.2614330Z
EVT-000004413,2026-01-21T20:38:28.2614350Z,SYS-0207,cache,ingest,node-40,queue_depth,4492,count,INFO,2026-01-21T20:38:50.2614350Z
EVT-000004414,2026-01-26T17:24:17.2614370Z,SYS-0128,api,ingest,node-30,mem_usage,30569,MB,INFO,2026-01-26T17:24:25.2614370Z
EVT-000004415,2026-01-25T21:38:28.2614390Z,SYS-0446,api,auth,node-05,queue_depth,2200,count,INFO,2026-01-25T21:38:31.2614390Z
EVT-000004416,2026-01-26T20:30:09.2614410Z,SYS-0367,db,sync,node-12,latency_ms,1156.9,ms,WARN,2026-01-26T20:30:21.2614410Z
EVT-000004417,2026-01-27T00:36:36.2614440Z,SYS-0349,api,sync,node-49,queue_depth,140,count,INFO,2026-01-27T00:36:55.2614440Z
EVT-000004418,2026-01-24T09:32:55.2614460Z,SYS-0078,cache,auth,node-09,queue_depth,4661,count,INFO,2026-01-24T09:33:22.2614460Z
EVT-000004419,2026-01-23T19:36:03.2614480Z,SYS-0408,api,ingest,node-46,cpu_usage,89.44,%,ERROR,2026-01-23T19:36:32.2614480Z
EVT-000004420,2026-01-20T06:20:27.2614500Z,SYS-0352,worker,auth,node-44,mem_usage,17457,MB,INFO,2026-01-20T06:20:41.2614500Z
EVT-000004421,2026-01-23T00:16:47.2614520Z,SYS-0031,worker,dispatcher,node-13,queue_depth,432,count,INFO,2026-01-23T00:17:12.2614520Z
EVT-000004422,2026-01-23T09:30:57.2614540Z,SYS-0034,db,dispatcher,node-40,mem_usage,899,MB,INFO,2026-01-23T09:31:21.2614540Z
EVT-000004423,2026-01-25T01:09:48.2614560Z,SYS-0119,db,sync,node-33,cpu_usage,16.2,%,INFO,2026-01-25T01:10:10.2614560Z
EVT-000004424,2026-01-25T14:14:59.2614580Z,SYS-0292,worker,sync,node-15,latency_ms,209.8,ms,INFO,2026-01-25T14:15:17.2614580Z
EVT-000004425,2026-01-25T01:57:12.2614610Z,SYS-0463,db,auth,node-15,cpu_usage,18.15,%,INFO,2026-01-25T01:57:33.2614610Z
EVT-000004426,2026-01-22T10:58:47.2614630Z,SYS-0251,cache,dispatcher,node-25,cpu_usage,66.75,%,INFO,2026-01-22T10:59:07.2614630Z
EVT-000004427,2026-01-24T01:26:25.2614650Z,SYS-0423,worker,ingest,node-42,cpu_usage,35.15,%,INFO,2026-01-24T01:26:53.2614650Z
EVT-000004428,2026-01-20T19:16:28.2614670Z,SYS-0495,api,ingest,node-14,latency_ms,467.1,ms,INFO,2026-01-20T19:16:55.2614670Z
EVT-000004429,2026-01-21T18:27:00.2614690Z,SYS-0187,worker,dispatcher,node-32,latency_ms,391.7,ms,INFO,2026-01-21T18:27:02.2614690Z
EVT-000004430,2026-01-21T21:38:13.2614710Z,SYS-0133,db,auth,node-10,mem_usage,26547,MB,INFO,2026-01-21T21:38:39.2614710Z
EVT-000004431,2026-01-23T14:37:51.2614730Z,SYS-0335,db,sync,node-34,mem_usage,12872,MB,INFO,2026-01-23T14:38:08.2614730Z
EVT-000004432,2026-01-20T18:12:51.2614750Z,SYS-0104,api,sync,node-43,mem_usage,1303,MB,INFO,2026-01-20T18:12:56.2614750Z
EVT-000004433,2026-01-21T15:50:02.2614770Z,SYS-0473,cache,auth,node-34,latency_ms,61.9,ms,INFO,2026-01-21T15:50:19.2614770Z
EVT-000004434,2026-01-22T12:03:28.2614800Z,SYS-0251,db,ingest,node-21,cpu_usage,28.64,%,INFO,2026-01-22T12:03:33.2614800Z
EVT-000004435,2026-01-24T00:29:32.2614820Z,SYS-0197,cache,ingest,node-12,latency_ms,367.8,ms,INFO,2026-01-24T00:30:01.2614820Z
EVT-000004436,2026-01-22T21:08:24.2614840Z,SYS-0400,worker,sync,node-36,latency_ms,1358,ms,ERROR,2026-01-22T21:08:31.2614840Z
EVT-000004437,2026-01-26T14:58:40.2614860Z,SYS-0385,cache,auth,node-17,queue_depth,328,count,INFO,2026-01-26T14:58:59.2614860Z
EVT-000004438,2026-01-24T07:53:09.2614880Z,SYS-0398,cache,auth,node-45,latency_ms,141,ms,INFO,2026-01-24T07:53:37.2614880Z
EVT-000004439,2026-01-24T19:45:59.2614900Z,SYS-0252,api,sync,node-35,mem_usage,22732,MB,INFO,2026-01-24T19:46:20.2614900Z
EVT-000004440,2026-01-22T17:54:54.2614920Z,SYS-0236,api,dispatcher,node-27,queue_depth,315,count,INFO,2026-01-22T17:55:12.2614920Z
EVT-000004441,2026-01-23T19:44:53.2614940Z,SYS-0473,worker,ingest,node-11,cpu_usage,34.48,%,INFO,2026-01-23T19:45:02.2614940Z
EVT-000004442,2026-01-25T22:39:00.2614960Z,SYS-0347,cache,sync,node-01,cpu_usage,53.15,%,INFO,2026-01-25T22:39:21.2614960Z
EVT-000004443,2026-01-21T10:14:48.2614990Z,SYS-0436,worker,auth,node-41,mem_usage,29793,MB,INFO,2026-01-21T10:14:50.2614990Z
EVT-000004444,2026-01-26T22:46:50.2615010Z,SYS-0310,db,dispatcher,node-28,cpu_usage,54.26,%,INFO,2026-01-26T22:47:11.2615010Z
EVT-000004445,2026-01-20T17:55:35.2615030Z,SYS-0111,db,dispatcher,node-24,mem_usage,6485,MB,INFO,2026-01-20T17:55:40.2615030Z
EVT-000004446,2026-01-22T17:02:04.2615050Z,SYS-0321,api,auth,node-22,mem_usage,11312,MB,INFO,2026-01-22T17:02:32.2615050Z
EVT-000004447,2026-01-25T21:06:35.2615070Z,SYS-0478,api,ingest,node-06,latency_ms,1214.5,ms,ERROR,2026-01-25T21:06:35.2615070Z
EVT-000004448,2026-01-26T03:06:35.2615090Z,SYS-0258,db,ingest,node-24,mem_usage,29957,MB,INFO,2026-01-26T03:06:39.2615090Z
EVT-000004449,2026-01-25T05:26:38.2615110Z,SYS-0471,db,dispatcher,node-25,queue_depth,3540,count,INFO,2026-01-25T05:26:58.2615110Z
EVT-000004450,2026-01-21T12:28:55.2615130Z,SYS-0286,api,auth,node-13,latency_ms,584.1,ms,INFO,2026-01-21T12:29:03.2615130Z
EVT-000004451,2026-01-20T22:49:31.2615160Z,SYS-0447,cache,ingest,node-49,latency_ms,1402.4,ms,ERROR,2026-01-20T22:49:43.2615160Z
EVT-000004452,2026-01-22T03:38:05.2615180Z,SYS-0191,cache,dispatcher,node-42,queue_depth,2160,count,INFO,2026-01-22T03:38:26.2615180Z
EVT-000004453,2026-01-24T13:51:21.2615200Z,SYS-0003,cache,ingest,node-28,queue_depth,721,count,INFO,2026-01-24T13:51:28.2615200Z
EVT-000004454,2026-01-26T07:53:10.2615220Z,SYS-0449,cache,ingest,node-39,queue_depth,4642,count,INFO,2026-01-26T07:53:13.2615220Z
EVT-000004455,2026-01-25T08:50:53.2615240Z,SYS-0386,worker,ingest,node-26,mem_usage,5467,MB,INFO,2026-01-25T08:50:53.2615240Z
EVT-000004456,2026-01-26T11:36:23.2615260Z,SYS-0404,worker,auth,node-31,latency_ms,656.6,ms,INFO,2026-01-26T11:36:27.2615260Z
EVT-000004457,2026-01-22T02:54:22.2615280Z,SYS-0164,worker,sync,node-03,latency_ms,378.8,ms,INFO,2026-01-22T02:54:44.2615280Z
EVT-000004458,2026-01-21T13:19:57.2615300Z,SYS-0281,worker,auth,node-45,mem_usage,3709,MB,INFO,2026-01-21T13:20:10.2615300Z
