event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000001244,2026-01-25T00:36:36.2330970Z,SYS-0019,db,auth,node-02,queue_depth,2504,count,INFO,2026-01-25T00:37:01.2330970Z
EVT-000001245,2026-01-23T21:27:54.2331000Z,SYS-0010,api,auth,node-33,mem_usage,27240,MB,INFO,2026-01-23T21:28:02.2331000Z
EVT-000001246,2026-01-24T08:41:17.2331050Z,SYS-0267,api,dispatcher,node-28,mem_usage,6310,MB,INFO,2026-01-24T08:41:27.2331050Z
EVT-000001247,2026-01-25T19:02:27.2331080Z,SYS-0459,cache,ingest,node-24,queue_depth,2917,count,INFO,2026-01-25T19:02:40.2331080Z
EVT-000001248,2026-01-20T12:59:58.2331110Z,SYS-0111,api,auth,node-44,cpu_usage,56.56,%,INFO,2026-01-20T13:00:02.2331110Z
EVT-000001249,2026-01-24T09:36:31.2331150Z,SYS-0431,cache,sync,node-43,mem_usage,7984,MB,INFO,2026-01-24T09:36:46.2331150Z
EVT-000001250,2026-01-24T04:56:56.2331180Z,SYS-0378,db,dispatcher,node-04,latency_ms,687.3,ms,INFO,2026-01-24T04:57:21.2331180Z
EVT-000001251,2026-01-25T05:36:49.2331210Z,SYS-0146,db,auth,node-37,latency_ms,1267.5,ms,ERROR,2026-01-25T05:37:02.2331210Z
EVT-000001252,2026-01-25T19:31:26.2331240Z,SYS-0433,db,sync,node-13,latency_ms,877,ms,WARN,2026-01-25T19:31:54.2331240Z
EVT-000001253,2026-01-26T13:07:12.2331280Z,SYS-0138,cache,ingest,node-16,latency_ms,812,ms,WARN,2026-01-26T13:07:32.2331280Z
EVT-000001254,2026-01-23T11:02:49.2331310Z,SYS-0279,api,ingest,node-01,queue_depth,622,count,INFO,2026-01-23T11:03:12.2331310Z
EVT-000001255,2026-01-25T06:01:50.2331360Z,SYS-0392,api,ingest,node-20,mem_usage,7011,MB,INFO,2026-01-25T06:01:50.2331360Z
EVT-000001256,2026-01-22T03:45:00.2331390Z,SYS-0339,cache,auth,node-31,latency_ms,237.1,ms,INFO,2026-01-22T03:45:05.2331390Z
EVT-000001257,2026-01-20T04:40:43.2331420Z,SYS-0182,cache,dispatcher,node-07,latency_ms,160.6,ms,INFO,2026-01-20T04:41:05.2331420Z
EVT-000001258,2026-01-21T13:31:53.2331460Z,SYS-0287,worker,auth,node-37,cpu_usage,29.35,%,INFO,2026-01-21T13:32:15.2331460Z
EVT-000001259,2026-01-23T17:54:45.2331490Z,SYS-0059,db,sync,node-30,latency_ms,1196.1,ms,WARN,2026-01-23T17:54:47.2331490Z
EVT-000001260,2026-01-21T00:09:19.2331520Z,SYS-0255,db,ingest,node-48,queue_depth,2345,count,INFO,2026-01-21T00:09:31.2331520Z
EVT-000001261,2026-01-27T01:46:55.2331560Z,SYS-0201,db,ingest,node-32,mem_usage,13518,MB,INFO,2026-01-27T01:47:15.2331560Z
EVT-000001262,2026-01-20T21:07:27.2331590Z,SYS-0096,cache,dispatcher,node-03,cpu_usage,52.24,%,INFO,2026-01-20T21:07:39.2331590Z
EVT-000001263,2026-01-25T18:58:33.2331640Z,SYS-0043,worker,ingest,node-07,queue_depth,603,count,INFO,2026-01-25T18:58:50.2331640Z
EVT-000001264,2026-01-25T14:30:12.2331670Z,SYS-0251,db,ingest,node-04,mem_usage,1553,MB,INFO,2026-01-25T14:30:15.2331670Z
EVT-000001265,2026-01-24T06:29:37.2331700Z,SYS-0269,cache,sync,node-29,queue_depth,832,count,INFO,2026-01-24T06:29:58.2331700Z
EVT-000001266,2026-01-26T18:50:24.2331740Z,SYS-0324,cache,sync,node-07,latency_ms,681.3,ms,INFO,2026-01-26T18:50:53.2331740Z
EVT-000001267,2026-01-22T03:51:53.2331770Z,SYS-0387,api,dispatcher,node-14,latency_ms,1130,ms,WARN,2026-01-22T03:52:01.2331770Z
EVT-000001268,2026-01-25T13:40:04.2331790Z,SYS-0170,api,auth,node-30,latency_ms,1419,ms,ERROR,2026-01-25T13:40:08.2331790Z
EVT-000001269,2026-01-21T17:26:37.2331820Z,SYS-0309,db,ingest,node-12,cpu_usage,33.81,%,INFO,2026-01-21T17:27:04.2331820Z
EVT-000001270,2026-01-22T21:10:59.2331850Z,SYS-0424,cache,sync,node-45,queue_depth,344,count,INFO,2026-01-22T21:11:00.2331850Z
EVT-000001271,2026-01-26T04:59:18.2331880Z,SYS-0336,db,sync,node-11,cpu_usage,91.5,%,ERROR,2026-01-26T04:59:41.2331880Z
EVT-000001272,2026-01-20T17:38:43.2331930Z,SYS-0033,api,auth,node-28,cpu_usage,79.19,%,WARN,2026-01-20T17:39:04.2331930Z
EVT-000001273,2026-01-21T12:21:52.2331960Z,SYS-0276,worker,ingest,node-12,latency_ms,1255,ms,ERROR,2026-01-21T12:22:05.2331960Z
EVT-000001274,2026-01-23T05:18:59.2331990Z,SYS-0232,cache,sync,node-09,mem_usage,26572,MB,INFO,2026-01-23T05:19:07.2331990Z
EVT-000001275,2026-01-27T03:24:15.2332020Z,SYS-0229,api,dispatcher,node-08,queue_depth,126,count,INFO,2026-01-27T03:24:34.2332020Z
EVT-000001276,2026-01-20T23:15:30.2332050Z,SYS-0295,db,auth,node-05,cpu_usage,25.58,%,INFO,2026-01-20T23:15:30.2332050Z
EVT-000001277,2026-01-26T09:41:36.2332080Z,SYS-0437,cache,sync,node-23,queue_depth,1943,count,INFO,2026-01-26T09:42:01.2332080Z
EVT-000001278,2026-01-23T10:39:41.2332110Z,SYS-0412,cache,ingest,node-10,queue_depth,4866,count,INFO,2026-01-23T10:39:48.2332110Z
EVT-000001279,2026-01-26T16:32:54.2332140Z,SYS-0253,cache,auth,node-47,latency_ms,1163.7,ms,WARN,2026-01-26T16:33:09.2332140Z
EVT-000001280,2026-01-24T13:35:51.2332190Z,SYS-0122,cache,ingest,node-12,queue_depth,3557,count,INFO,2026-01-24T13:35:58.2332190Z
EVT-000001281,2026-01-22T04:23:19.2332220Z,SYS-0038,worker,sync,node-24,mem_usage,3912,MB,INFO,2026-01-22T04:23:21.2332220Z
EVT-000001282,2026-01-26T09:18:48.2332250Z,SYS-0486,api,sync,node-39,mem_usage,26772,MB,INFO,2026-01-26T09:19:06.2332250Z
EVT-000001283,2026-01-26T08:36:33.2332280Z,SYS-0091,cache,ingest,node-06,cpu_usage,89.91,%,ERROR,2026-01-26T08:36:36.2332280Z
EVT-000001284,2026-01-25T23:22:12.2332320Z,SYS-0357,cache,auth,node-35,latency_ms,1342,ms,ERROR,2026-01-25T23:22:15.2332320Z
EVT-000001285,2026-01-21T15:42:43.2332350Z,SYS-0239,db,auth,node-08,queue_depth,320,count,INFO,2026-01-21T15:42:54.2332350Z
EVT-000001286,2026-01-25T11:49:29.2332380Z,SYS-0128,api,dispatcher,node-41,mem_usage,9745,MB,INFO,2026-01-25T11:49:41.2332380Z
EVT-000001287,2026-01-26T11:41:00.2332410Z,SYS-0372,api,auth,node-38,cpu_usage,29.21,%,INFO,2026-01-26T11:41:03.2332410Z
EVT-000001288,2026-01-24T23:14:58.2332440Z,SYS-0140,api,dispatcher,node-31,latency_ms,37.3,ms,INFO,2026-01-24T23:15:00.2332440Z
EVT-000001289,2026-01-20T15:12:22.2332500Z,SYS-0453,api,sync,node-38,queue_depth,4854,count,INFO,2026-01-20T15:12:25.2332500Z
EVT-000001290,2026-01-22T12:59:06.2332530Z,SYS-0061,api,dispatcher,node-06,latency_ms,454.7,ms,INFO,2026-01-22T12:59:18.2332530Z
EVT-000001291,2026-01-20T05:30:29.2332570Z,SYS-0294,cache,dispatcher,node-36,latency_ms,637.5,ms,INFO,2026-01-20T05:30:35.2332570Z
EVT-000001292,2026-01-23T14:52:43.2332600Z,SYS-0205,cache,dispatcher,node-24,mem_usage,5661,MB,INFO,2026-01-23T14:52:50.2332600Z
EVT-000001293,2026-01-22T04:35:06.2332630Z,SYS-0355,cache,dispatcher,node-11,latency_ms,715.8,ms,INFO,2026-01-22T04:35:29.2332630Z
EVT-000001294,2026-01-26T01:22:19.2332660Z,SYS-0043,cache,ingest,node-46,mem_usage,32344,MB,INFO,2026-01-26T01:22:48.2332660Z
EVT-000001295,2026-01-25T12:23:35.2332690Z,SYS-0264,worker,auth,node-05,cpu_usage,58.08,%,INFO,2026-01-25T12:23:49.2332690Z
EVT-000001296,2026-01-21T12:20:57.2332720Z,SYS-0112,api,sync,node-36,cpu_usage,45.45,%,INFO,2026-01-21T12:21:25.2332720Z
EVT-000001297,2026-01-24T02:18:20.2332760Z,SYS-0343,db,sync,node-04,mem_usage,14709,MB,INFO,2026-01-24T02:18:23.2332760Z
EVT-000001298,2026-01-21T16:10:06.2332810Z,SYS-0041,api,ingest,node-45,latency_ms,119.5,ms,INFO,2026-01-21T16:10:18.2332810Z
EVT-000001299,2026-01-25T23:17:11.2332840Z,SYS-0410,cache,dispatcher,node-48,cpu_usage,42.5,%,INFO,2026-01-25T23:17:14.2332840Z
EVT-000001300,2026-01-22T12:44:19.2332870Z,SYS-0327,worker,dispatcher,node-44,cpu_usage,93.9,%,ERROR,2026-01-22T12:44:38.2332870Z
EVT-000001301,2026-01-22T23:26:08.2332900Z,SYS-0059,db,auth,node-40,queue_depth,428,count,INFO,2026-01-22T23:26:10.2332900Z
EVT-000001302,2026-01-22T06:13:42.2332940Z,SYS-0447,cache,auth,node-44,latency_ms,497.5,ms,INFO,2026-01-22T06:13:46.2332940Z
EVT-000001303,2026-01-21T07:10:48.2332970Z,SYS-0156,cache,dispatcher,node-11,mem_usage,27465,MB,INFO,2026-01-21T07:10:56.2332970Z
EVT-000001304,2026-01-27T03:01:11.2333000Z,SYS-0220,worker,sync,node-47,mem_usage,18485,MB,INFO,2026-01-27T03:01:13.2333000Z
EVT-000001305,2026-01-21T11:35:38.2333030Z,SYS-0260,api,dispatcher,node-06,latency_ms,1484.4,ms,ERROR,2026-01-21T11:36:00.2333030Z
EVT-000001306,2026-01-25T23:40:04.2333080Z,SYS-0141,cache,auth,node-10,mem_usage,9986,MB,INFO,2026-01-25T23:40:13.2333080Z
EVT-000001307,2026-01-26T03:50:46.2333120Z,SYS-0363,cache,ingest,node-08,cpu_usage,45.05,%,INFO,2026-01-26T03:50:54.2333120Z
EVT-000001308,2026-01-22T17:40:09.2333150Z,SYS-0418,cache,sync,node-16,queue_depth,3263,count,INFO,2026-01-22T17:40:18.2333150Z
EVT-000001309,2026-01-24T23:49:10.2333180Z,SYS-0459,cache,sync,node-47,queue_depth,2994,count,INFO,2026-01-24T23:49:19.2333180Z
EVT-000001310,2026-01-21T03:16:18.2333210Z,SYS-0068,api,dispatcher,node-30,latency_ms,988.6,ms,WARN,2026-01-21T03:16:22.2333210Z
EVT-000001311,2026-01-27T02:35:39.2333240Z,SYS-0053,api,auth,node-30,latency_ms,1290.5,ms,ERROR,2026-01-27T02:35:41.2333240Z
EVT-000001312,2026-01-26T16:34:20.2333280Z,SYS-0430,db,sync,node-43,queue_depth,2476,count,INFO,2026-01-26T16:34:38.2333280Z
EVT-000001313,2026-01-21T14:18:53.2333310Z,SYS-0121,db,sync,node-24,latency_ms,358.6,ms,INFO,2026-01-21T14:18:56.2333310Z
EVT-000001314,2026-01-23T15:11:49.2333340Z,SYS-0267,api,auth,node-45,queue_depth,2690,count,INFO,2026-01-23T15:11:54.2333340Z
EVT-000001315,2026-01-24T19:41:15.2333390Z,SYS-0052,api,auth,node-28,mem_usage,1738,MB,INFO,2026-01-24T19:41:16.2333390Z
EVT-000001316,2026-01-22T04:48:18.2333420Z,SYS-0455,worker,auth,node-01,mem_usage,14837,MB,INFO,2026-01-22T04:48:37.2333420Z
EVT-000001317,2026-01-25T17:55:16.2333460Z,SYS-0052,worker,sync,node-02,mem_usage,12801,MB,INFO,2026-01-25T17:55:42.2333460Z
EVT-000001318,2026-01-23T05:19:31.2333490Z,SYS-0149,api,auth,node-37,latency_ms,169.7,ms,INFO,2026-01-23T05:19:40.2333490Z
EVT-000001319,2026-01-25T18:53:05.2333520Z,SYS-0007,api,dispatcher,node-20,mem_usage,16741,MB,INFO,2026-01-25T18:53:11.2333520Z
EVT-000001320,2026-01-21T14:27:29.2333550Z,SYS-0203,api,ingest,node-32,cpu_usage,76.44,%,WARN,2026-01-21T14:27:31.2333550Z
EVT-000001321,2026-01-21T14:00:20.2333580Z,SYS-0264,worker,dispatcher,node-10,cpu_usage,48.76,%,INFO,2026-01-21T14:00:41.2333580Z
EVT-000001322,2026-01-25T13:40:17.2333610Z,SYS-0010,worker,sync,node-17,latency_ms,890.1,ms,WARN,2026-01-25T13:40:41.2333610Z
EVT-000001323,2026-01-24T16:14:24.2333640Z,SYS-0361,cache,dispatcher,node-12,queue_depth,1615,count,INFO,2026-01-24T16:14:41.2333640Z
EVT-000001324,2026-01-22T03:33:16.2333690Z,SYS-0055,api,ingest,node-09,latency_ms,848.4,ms,WARN,2026-01-22T03:33:31.2333690Z
EVT-000001325,2026-01-26T03:16:45.2333720Z,SYS-0151,cache,auth,node-23,mem_usage,12425,MB,INFO,2026-01-26T03:17:00.2333720Z
EVT-000001326,2026-01-25T13:53:56.2333750Z,SYS-0145,api,sync,node-46,cpu_usage,83.47,%,WARN,2026-01-25T13:54:20.2333750Z
EVT-000001327,2026-01-24T09:18:48.2333780Z,SYS-0488,cache,dispatcher,node-20,latency_ms,851.4,ms,WARN,2026-01-24T09:18:54.2333780Z
EVT-000001328,2026-01-20T20:10:18.2333810Z,SYS-0012,api,auth,node-01,latency_ms,952.4,ms,WARN,2026-01-20T20:10:31.2333810Z
EVT-000001329,2026-01-23T16:42:24.2333840Z,SYS-0312,cache,auth,node-49,mem_usage,25527,MB,INFO,2026-01-23T16:42:34.2333840Z
EVT-000001330,2026-01-24T16:53:13.2333870Z,SYS-0305,worker,dispatcher,node-32,latency_ms,644.2,ms,INFO,2026-01-24T16:53:20.2333870Z
EVT-000001331,2026-01-22T06:42:30.2333900Z,SYS-0467,cache,auth,node-03,queue_depth,1642,count,INFO,2026-01-22T06:42:52.2333900Z
EVT-000001332,2026-01-22T14:04:48.2333950Z,SYS-0290,api,sync,node-05,mem_usage,5145,MB,INFO,2026-01-22T14:05:07.2333950Z
EVT-000001333,2026-01-23T23:51:39.2333980Z,SYS-0068,cache,sync,node-24,latency_ms,366.5,ms,INFO,2026-01-23T23:51:44.2333980Z
EVT-000001334,2026-01-25T10:17:28.2334010Z,SYS-0135,db,dispatcher,node-17,queue_depth,3797,count,INFO,2026-01-25T10:17:45.2334010Z
EVT-000001335,2026-01-21T09:29:11.2334040Z,SYS-0427,cache,auth,node-04,mem_usage,28177,MB,INFO,2026-01-21T09:29:19.2334040Z
EVT-000001336,2026-01-26T18:22:04.2334070Z,SYS-0032,worker,sync,node-17,mem_usage,13449,MB,INFO,2026-01-26T18:22:17.2334070Z
EVT-000001337,2026-01-24T10:18:28.2334100Z,SYS-0404,worker,ingest,node-02,cpu_usage,84.21,%,WARN,2026-01-24T10:18:48.2334100Z
EVT-000001338,2026-01-26T07:08:43.2334120Z,SYS-0171,api,dispatcher,node-03,queue_depth,1828,count,INFO,2026-01-26T07:09:07.2334120Z
EVT-000001339,2026-01-25T14:08:41.2334150Z,SYS-0385,cache,auth,node-22,cpu_usage,57.91,%,INFO,2026-01-25T14:08:49.2334150Z
EVT-000001340,2026-01-21T07:33:09.2334180Z,SYS-0042,api,sync,node-28,latency_ms,185.9,ms,INFO,2026-01-21T07:33:34.2334180Z
EVT-000001341,2026-01-23T18:05:09.2334240Z,SYS-0260,worker,ingest,node-16,mem_usage,7302,MB,INFO,2026-01-23T18:05:38.2334240Z
EVT-000001342,2026-01-21T22:44:31.2334270Z,SYS-0227,worker,ingest,node-21,cpu_usage,74.88,%,WARN,2026-01-21T22:44:51.2334270Z
EVT-000001343,2026-01-24T10:52:30.2334300Z,SYS-0081,db,ingest,node-26,cpu_usage,60.99,%,INFO,2026-01-24T10:52:36.2334300Z
EVT-000001344,2026-01-21T02:10:22.2334330Z,SYS-0031,api,dispatcher,node-05,mem_usage,27449,MB,INFO,2026-01-21T02:10:28.2334330Z
EVT-000001345,2026-01-23T05:36:33.2334360Z,SYS-0083,cache,ingest,node-11,latency_ms,1220,ms,ERROR,2026-01-23T05:36:49.2334360Z
EVT-000001346,2026-01-25T22:21:04.2334380Z,SYS-0169,worker,dispatcher,node-35,latency_ms,1213.6,ms,ERROR,2026-01-25T22:21:13.2334380Z
EVT-000001347,2026-01-22T06:21:50.2334420Z,SYS-0136,db,sync,node-12,queue_depth,1569,count,INFO,2026-01-22T06:22:16.2334420Z
EVT-000001348,2026-01-23T15:42:50.2334460Z,SYS-0465,worker,sync,node-01,mem_usage,13434,MB,INFO,2026-01-23T15:43:08.2334460Z
EVT-000001349,2026-01-21T04:13:02.2334490Z,SYS-0253,db,sync,node-09,cpu_usage,52.28,%,INFO,2026-01-21T04:13:12.2334490Z
EVT-000001350,2026-01-24T16:11:45.2334550Z,SYS-0015,api,auth,node-44,queue_depth,3481,count,INFO,2026-01-24T16:11:52.2334550Z
EVT-000001351,2026-01-22T10:49:22.2334580Z,SYS-0027,db,dispatcher,node-37,mem_usage,21052,MB,INFO,2026-01-22T10:49:47.2334580Z
EVT-000001352,2026-01-25T01:59:09.2334620Z,SYS-0103,db,sync,node-26,queue_depth,2729,count,INFO,2026-01-25T01:59:36.2334620Z
EVT-000001353,2026-01-26T17:51:43.2334650Z,SYS-0383,worker,auth,node-18,queue_depth,4989,count,INFO,2026-01-26T17:52:05.2334650Z
EVT-000001354,2026-01-25T08:54:34.2334690Z,SYS-0429,api,auth,node-27,cpu_usage,78.26,%,WARN,2026-01-25T08:54:40.2334690Z
EVT-000001355,2026-01-26T01:40:14.2334720Z,SYS-0476,api,dispatcher,node-30,queue_depth,3781,count,INFO,2026-01-26T01:40:39.2334720Z
EVT-000001356,2026-01-21T12:44:18.2334760Z,SYS-0414,worker,dispatcher,node-30,cpu_usage,34.97,%,INFO,2026-01-21T12:44:32.2334760Z
EVT-000001357,2026-01-22T03:53:10.2334790Z,SYS-0356,worker,auth,node-13,queue_depth,22,count,INFO,2026-01-22T03:53:11.2334790Z
EVT-000001358,2026-01-22T02:47:20.2334840Z,SYS-0293,api,dispatcher,node-21,mem_usage,5105,MB,INFO,2026-01-22T02:47:31.2334840Z
EVT-000001359,2026-01-24T18:36:40.2334870Z,SYS-0189,api,ingest,node-27,queue_depth,3475,count,INFO,2026-01-24T18:36:40.2334870Z
EVT-000001360,2026-01-23T14:00:37.2334900Z,SYS-0108,worker,ingest,node-07,cpu_usage,46.28,%,INFO,2026-01-23T14:00:52.2334900Z
EVT-000001361,2026-01-22T02:32:49.2334930Z,SYS-0114,db,dispatcher,node-43,queue_depth,4997,count,INFO,2026-01-22T02:33:17.2334930Z
EVT-000001362,2026-01-24T05:36:14.2334960Z,SYS-0142,cache,auth,node-26,latency_ms,1129.2,ms,WARN,2026-01-24T05:36:34.2334960Z
EVT-000001363,2026-01-20T21:02:46.2335000Z,SYS-0344,db,auth,node-09,latency_ms,407.4,ms,INFO,2026-01-20T21:02:46.2335000Z
EVT-000001364,2026-01-26T22:31:41.2335030Z,SYS-0456,api,auth,node-09,mem_usage,19453,MB,INFO,2026-01-26T22:31:44.2335030Z
EVT-000001365,2026-01-22T06:53:34.2335060Z,SYS-0278,worker,auth,node-36,mem_usage,27935,MB,INFO,2026-01-22T06:53:45.2335060Z
EVT-000001366,2026-01-26T04:19:01.2335090Z,SYS-0168,db,sync,node-33,queue_depth,4142,count,INFO,2026-01-26T04:19:15.2335090Z
EVT-000001367,2026-01-21T19:36:49.2335140Z,SYS-0453,cache,sync,node-22,cpu_usage,36.32,%,INFO,2026-01-21T19:37:17.2335140Z
EVT-000001368,2026-01-23T21:38:34.2335170Z,SYS-0409,cache,dispatcher,node-29,latency_ms,832.1,ms,WARN,2026-01-23T21:38:54.2335170Z
EVT-000001369,2026-01-24T15:49:50.2335200Z,SYS-0437,cache,dispatcher,node-25,queue_depth,3509,count,INFO,2026-01-24T15:50:14.2335200Z
EVT-000001370,2026-01-24T19:09:36.2335230Z,SYS-0444,cache,dispatcher,node-07,cpu_usage,25.89,%,INFO,2026-01-24T19:09:38.2335230Z
EVT-000001371,2026-01-20T22:01:49.2335260Z,SYS-0486,db,sync,node-31,cpu_usage,59.4,%,INFO,2026-01-20T22:01:55.2335260Z
EVT-000001372,2026-01-24T05:21:18.2335290Z,SYS-0300,api,dispatcher,node-26,latency_ms,199.9,ms,INFO,2026-01-24T05:21:41.2335290Z
EVT-000001373,2026-01-20T19:49:41.2335320Z,SYS-0081,db,dispatcher,node-39,latency_ms,981.3,ms,WARN,2026-01-20T19:49:47.2335320Z
EVT-000001374,2026-01-20T11:41:15.2335360Z,SYS-0242,db,ingest,node-19,queue_depth,3211,count,INFO,2026-01-20T11:41:32.2335360Z
EVT-000001375,2026-01-23T10:05:45.2335390Z,SYS-0233,cache,ingest,node-19,mem_usage,27415,MB,INFO,2026-01-23T10:05:53.2335390Z
EVT-000001376,2026-01-20T16:14:55.2335450Z,SYS-0499,cache,dispatcher,node-17,latency_ms,1280.9,ms,ERROR,2026-01-20T16:15:17.2335450Z
