event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000009058,2026-01-20T06:57:05.3407270Z,SYS-0273,db,auth,node-44,latency_ms,56.6,ms,INFO,2026-01-20T06:57:06.3407270Z
EVT-000009059,2026-01-27T00:42:48.3407300Z,SYS-0297,db,ingest,node-13,cpu_usage,63.94,%,INFO,2026-01-27T00:43:02.3407300Z
EVT-000009060,2026-01-23T22:18:45.3407330Z,SYS-0398,cache,ingest,node-46,queue_depth,2763,count,INFO,2026-01-23T22:19:00.3407330Z
EVT-000009061,2026-01-22T12:22:08.3407360Z,SYS-0031,api,sync,node-08,queue_depth,132,count,INFO,2026-01-22T12:22:36.3407360Z
EVT-000009062,2026-01-20T05:05:17.3407400Z,SYS-0108,api,auth,node-42,mem_usage,22177,MB,INFO,2026-01-20T05:05:17.3407400Z
EVT-000009063,2026-01-20T08:54:26.3407430Z,SYS-0152,worker,ingest,node-10,queue_depth,4111,count,INFO,2026-01-20T08:54:32.3407430Z
EVT-000009064,2026-01-23T04:44:56.3407460Z,SYS-0487,worker,ingest,node-26,queue_depth,987,count,INFO,2026-01-23T04:45:25.3407460Z
EVT-000009065,2026-01-23T20:29:59.3407480Z,SYS-0036,db,dispatcher,node-36,latency_ms,1260.3,ms,ERROR,2026-01-23T20:30:15.3407480Z
EVT-000009066,2026-01-26T10:56:51.3407530Z,SYS-0017,db,auth,node-46,queue_depth,914,count,INFO,2026-01-26T10:56:54.3407530Z
EVT-000009067,2026-01-21T09:59:32.3407560Z,SYS-0380,db,ingest,node-16,latency_ms,431,ms,INFO,2026-01-21T09:59:39.3407560Z
EVT-000009068,2026-01-25T17:20:54.3407590Z,SYS-0065,api,auth,node-10,mem_usage,5405,MB,INFO,2026-01-25T17:20:54.3407590Z
EVT-000009069,2026-01-25T06:41:25.3407620Z,SYS-0292,api,dispatcher,node-34,latency_ms,432.3,ms,INFO,2026-01-25T06:41:39.3407620Z
EVT-000009070,2026-01-22T07:09:41.3407650Z,SYS-0447,api,auth,node-02,latency_ms,75.8,ms,INFO,2026-01-22T07:10:04.3407650Z
EVT-000009071,2026-01-26T12:26:43.3407680Z,SYS-0138,worker,dispatcher,node-08,queue_depth,1253,count,INFO,2026-01-26T12:27:06.3407680Z
EVT-000009072,2026-01-26T03:21:32.3407710Z,SYS-0443,db,ingest,node-36,queue_depth,1388,count,INFO,2026-01-26T03:21:58.3407710Z
EVT-000009073,2026-01-25T06:30:57.3407740Z,SYS-0219,api,sync,node-20,mem_usage,13996,MB,INFO,2026-01-25T06:31:11.3407740Z
EVT-000009074,2026-01-24T01:07:40.3407770Z,SYS-0155,api,sync,node-40,cpu_usage,76.52,%,WARN,2026-01-24T01:07:42.3407770Z
EVT-000009075,2026-01-23T23:58:13.3407810Z,SYS-0170,worker,dispatcher,node-46,mem_usage,2610,MB,INFO,2026-01-23T23:58:22.3407810Z
EVT-000009076,2026-01-21T11:48:40.3407860Z,SYS-0017,cache,dispatcher,node-13,queue_depth,2763,count,INFO,2026-01-21T11:48:58.3407860Z
EVT-000009077,2026-01-24T13:09:01.3407880Z,SYS-0471,worker,ingest,node-38,queue_depth,1473,count,INFO,2026-01-24T13:09:26.3407880Z
EVT-000009078,2026-01-22T13:17:42.3407910Z,SYS-0109,worker,dispatcher,node-20,latency_ms,447.7,ms,INFO,2026-01-22T13:17:44.3407910Z
EVT-000009079,2026-01-23T19:25:57.3407940Z,SYS-0073,db,sync,node-14,mem_usage,7752,MB,INFO,2026-01-23T19:26:08.3407940Z
EVT-000009080,2026-01-21T17:07:43.3407970Z,SYS-0280,api,sync,node-22,queue_depth,126,count,INFO,2026-01-21T17:08:05.3407970Z
EVT-000009081,2026-01-24T11:21:00.3408010Z,SYS-0176,cache,dispatcher,node-42,cpu_usage,65.91,%,INFO,2026-01-24T11:21:01.3408010Z
EVT-000009082,2026-01-23T15:12:15.3408040Z,SYS-0005,api,ingest,node-06,cpu_usage,10.47,%,INFO,2026-01-23T15:12:37.3408040Z
EVT-000009083,2026-01-25T08:45:40.3408070Z,SYS-0159,db,auth,node-10,cpu_usage,54.27,%,INFO,2026-01-25T08:46:01.3408070Z
EVT-000009084,2026-01-25T13:38:48.3408120Z,SYS-0396,api,auth,node-34,latency_ms,1427.2,ms,ERROR,2026-01-25T13:38:53.3408120Z
EVT-000009085,2026-01-20T23:22:00.3408150Z,SYS-0249,api,auth,node-01,mem_usage,26436,MB,INFO,2026-01-20T23:22:14.3408150Z
EVT-000009086,2026-01-26T04:52:26.3408180Z,SYS-0058,worker,sync,node-14,queue_depth,1841,count,INFO,2026-01-26T04:52:40.3408180Z
EVT-000009087,2026-01-23T02:14:28.3408200Z,SYS-0254,db,auth,node-45,latency_ms,898.7,ms,WARN,2026-01-23T02:14:52.3408200Z
EVT-000009088,2026-01-26T08:12:44.3408230Z,SYS-0276,api,auth,node-49,mem_usage,23220,MB,INFO,2026-01-26T08:12:45.3408230Z
EVT-000009089,2026-01-24T23:58:32.3408260Z,SYS-0419,db,ingest,node-08,cpu_usage,49.79,%,INFO,2026-01-24T23:58:47.3408260Z
EVT-000009090,2026-01-25T19:53:47.3408290Z,SYS-0411,db,auth,node-41,mem_usage,31763,MB,INFO,2026-01-25T19:53:59.3408290Z
EVT-000009091,2026-01-25T07:14:35.3408320Z,SYS-0040,db,auth,node-15,latency_ms,488.2,ms,INFO,2026-01-25T07:15:02.3408320Z
EVT-000009092,2026-01-27T03:45:29.3408350Z,SYS-0247,api,sync,node-14,queue_depth,4539,count,INFO,2026-01-27T03:45:41.3408350Z
EVT-000009093,2026-01-23T19:44:43.3408390Z,SYS-0108,api,sync,node-01,latency_ms,1493.6,ms,ERROR,2026-01-23T19:44:43.3408390Z
EVT-000009094,2026-01-23T14:15:01.3408420Z,SYS-0159,db,auth,node-15,queue_depth,3758,count,INFO,2026-01-23T14:15:18.3408420Z
EVT-000009095,2026-01-25T12:58:48.3408450Z,SYS-0478,db,dispatcher,node-37,queue_depth,4147,count,INFO,2026-01-25T12:59:03.3408450Z
EVT-000009096,2026-01-21T21:12:58.3408480Z,SYS-0123,db,ingest,node-39,cpu_usage,8.27,%,INFO,2026-01-21T21:13:25.3408480Z
EVT-000009097,2026-01-22T11:43:07.3408510Z,SYS-0315,db,ingest,node-05,queue_depth,955,count,INFO,2026-01-22T11:43:09.3408510Z
EVT-000009098,2026-01-24T11:25:58.3408530Z,SYS-0117,api,dispatcher,node-11,cpu_usage,93.55,%,ERROR,2026-01-24T11:26:20.3408530Z
EVT-000009099,2026-01-21T03:02:15.3408560Z,SYS-0363,cache,sync,node-06,cpu_usage,28.11,%,INFO,2026-01-21T03:02:26.3408560Z
EVT-000009100,2026-01-20T09:14:43.3408600Z,SYS-0479,cache,dispatcher,node-02,mem_usage,23039,MB,INFO,2026-01-20T09:14:51.3408600Z
EVT-000009101,2026-01-26T21:01:50.3408630Z,SYS-0426,api,ingest,node-42,cpu_usage,42.47,%,INFO,2026-01-26T21:02:12.3408630Z
EVT-000009102,2026-01-25T03:29:38.3408670Z,SYS-0484,cache,ingest,node-19,latency_ms,34.2,ms,INFO,2026-01-25T03:29:45.3408670Z
EVT-000009103,2026-01-20T20:26:00.3408700Z,SYS-0163,cache,auth,node-08,queue_depth,3243,count,INFO,2026-01-20T20:26:11.3408700Z
EVT-000009104,2026-01-21T20:43:42.3408730Z,SYS-0402,api,auth,node-30,mem_usage,20795,MB,INFO,2026-01-21T20:43:57.3408730Z
EVT-000009105,2026-01-22T22:33:27.3408760Z,SYS-0095,db,sync,node-03,mem_usage,17836,MB,INFO,2026-01-22T22:33:36.3408760Z
EVT-000009106,2026-01-23T11:23:47.3408790Z,SYS-0421,db,auth,node-10,queue_depth,2444,count,INFO,2026-01-23T11:24:15.3408790Z
EVT-000009107,2026-01-23T05:29:08.3408820Z,SYS-0319,worker,ingest,node-21,queue_depth,4101,count,INFO,2026-01-23T05:29:14.3408820Z
EVT-000009108,2026-01-24T20:55:32.3408850Z,SYS-0138,worker,auth,node-45,mem_usage,14759,MB,INFO,2026-01-24T20:55:41.3408850Z
EVT-000009109,2026-01-20T15:44:07.3408870Z,SYS-0025,cache,auth,node-08,queue_depth,1235,count,INFO,2026-01-20T15:44:30.3408870Z
EVT-000009110,2026-01-22T18:34:57.3408920Z,SYS-0156,db,sync,node-08,queue_depth,3552,count,INFO,2026-01-22T18:35:06.3408920Z
EVT-000009111,2026-01-21T01:10:00.3408940Z,SYS-0351,api,dispatcher,node-46,latency_ms,537.6,ms,INFO,2026-01-21T01:10:11.3408940Z
EVT-000009112,2026-01-26T22:55:07.3408970Z,SYS-0064,api,dispatcher,node-03,mem_usage,23144,MB,INFO,2026-01-26T22:55:18.3408970Z
EVT-000009113,2026-01-25T03:20:06.3409000Z,SYS-0113,cache,auth,node-38,mem_usage,12364,MB,INFO,2026-01-25T03:20:17.3409000Z
EVT-000009114,2026-01-22T07:41:05.3409020Z,SYS-0282,cache,auth,node-45,queue_depth,2047,count,INFO,2026-01-22T07:41:21.3409020Z
EVT-000009115,2026-01-24T07:15:00.3409050Z,SYS-0327,db,auth,node-04,mem_usage,13199,MB,INFO,2026-01-24T07:15:20.3409050Z
EVT-000009116,2026-01-25T04:49:21.3409080Z,SYS-0054,cache,auth,node-24,mem_usage,28998,MB,INFO,2026-01-25T04:49:39.3409080Z
EVT-000009117,2026-01-27T02:04:22.3410470Z,SYS-0355,cache,dispatcher,node-35,queue_depth,4376,count,INFO,2026-01-27T02:04:31.3410470Z
EVT-000009118,2026-01-21T04:12:31.3413400Z,SYS-0455,db,sync,node-49,mem_usage,31550,MB,INFO,2026-01-21T04:12:52.3413400Z
EVT-000009119,2026-01-20T19:12:25.3413470Z,SYS-0236,api,sync,node-38,queue_depth,4805,count,INFO,2026-01-20T19:12:49.3413470Z
EVT-000009120,2026-01-20T19:14:13.3413490Z,SYS-0199,worker,ingest,node-24,mem_usage,26586,MB,INFO,2026-01-20T19:14:33.3413490Z
EVT-000009121,2026-01-20T04:41:37.3413520Z,SYS-0324,worker,auth,node-29,mem_usage,549,MB,INFO,2026-01-20T04:42:00.3413520Z
EVT-000009122,2026-01-24T02:02:26.3413540Z,SYS-0357,cache,auth,node-45,cpu_usage,43.23,%,INFO,2026-01-24T02:02:30.3413540Z
EVT-000009123,2026-01-26T12:30:10.3413560Z,SYS-0482,worker,auth,node-14,mem_usage,16997,MB,INFO,2026-01-26T12:30:32.3413560Z
EVT-000009124,2026-01-20T05:38:00.3413580Z,SYS-0002,api,sync,node-06,cpu_usage,53.4,%,INFO,2026-01-20T05:38:02.3413580Z
EVT-000009125,2026-01-25T12:23:48.3413610Z,SYS-0331,db,sync,node-38,latency_ms,413.4,ms,INFO,2026-01-25T12:24:02.3413610Z
EVT-000009126,2026-01-21T13:26:30.3413630Z,SYS-0104,db,auth,node-32,latency_ms,19.1,ms,INFO,2026-01-21T13:26:59.3413630Z
EVT-000009127,2026-01-25T23:18:21.3413640Z,SYS-0003,db,ingest,node-02,latency_ms,975.9,ms,WARN,2026-01-25T23:18:24.3413640Z
EVT-000009128,2026-01-23T08:16:16.3413680Z,SYS-0199,worker,ingest,node-19,queue_depth,4418,count,INFO,2026-01-23T08:16:21.3413680Z
EVT-000009129,2026-01-24T15:05:47.3413700Z,SYS-0437,api,auth,node-16,cpu_usage,66.56,%,INFO,2026-01-24T15:06:07.3413700Z
EVT-000009130,2026-01-20T12:37:12.3413720Z,SYS-0038,db,auth,node-44,mem_usage,15093,MB,INFO,2026-01-20T12:37:41.3413720Z
EVT-000009131,2026-01-25T04:40:49.3413740Z,SYS-0149,worker,auth,node-36,cpu_usage,92.54,%,ERROR,2026-01-25T04:40:49.3413740Z
EVT-000009132,2026-01-21T19:47:20.3413760Z,SYS-0262,api,sync,node-16,queue_depth,4313,count,INFO,2026-01-21T19:47:29.3413760Z
EVT-000009133,2026-01-20T23:12:19.3413780Z,SYS-0033,cache,dispatcher,node-36,latency_ms,728.1,ms,INFO,2026-01-20T23:12:28.3413780Z
EVT-000009134,2026-01-22T11:38:45.3413800Z,SYS-0072,cache,dispatcher,node-14,queue_depth,1453,count,INFO,2026-01-22T11:39:13.3413800Z
EVT-000009135,2026-01-26T02:54:27.3413820Z,SYS-0249,db,auth,node-19,latency_ms,1259.6,ms,ERROR,2026-01-26T02:54:54.3413820Z
EVT-000009136,2026-01-27T02:48:10.3413850Z,SYS-0394,api,dispatcher,node-43,mem_usage,1939,MB,INFO,2026-01-27T02:48:16.3413850Z
EVT-000009137,2026-01-25T12:39:31.3413870Z,SYS-0385,db,dispatcher,node-29,queue_depth,1140,count,INFO,2026-01-25T12:39:55.3413870Z
EVT-000009138,2026-01-24T03:31:07.3413890Z,SYS-0218,cache,ingest,node-10,cpu_usage,6.28,%,INFO,2026-01-24T03:31:13.3413890Z
EVT-000009139,2026-01-23T07:59:00.3413910Z,SYS-0269,worker,dispatcher,node-05,latency_ms,592.6,ms,INFO,2026-01-23T07:59:06.3413910Z
EVT-000009140,2026-01-20T04:50:18.3413930Z,SYS-0364,cache,dispatcher,node-27,queue_depth,81,count,INFO,2026-01-20T04:50:20.3413930Z
EVT-000009141,2026-01-25T10:09:33.3413950Z,SYS-0406,db,ingest,node-42,mem_usage,3529,MB,INFO,2026-01-25T10:09:41.3413950Z
EVT-000009142,2026-01-21T01:47:16.3413970Z,SYS-0176,worker,dispatcher,node-49,mem_usage,31014,MB,INFO,2026-01-21T01:47:39.3413970Z
EVT-000009143,2026-01-24T04:20:37.3413980Z,SYS-0397,db,sync,node-45,cpu_usage,87.59,%,ERROR,2026-01-24T04:20:48.3413980Z
EVT-000009144,2026-01-26T04:52:17.3414000Z,SYS-0094,db,dispatcher,node-41,mem_usage,23133,MB,INFO,2026-01-26T04:52:29.3414000Z
EVT-000009145,2026-01-21T20:43:50.3414030Z,SYS-0397,worker,sync,node-15,queue_depth,2958,count,INFO,2026-01-21T20:44:03.3414030Z
EVT-000009146,2026-01-20T09:24:44.3414050Z,SYS-0084,db,ingest,node-26,mem_usage,18785,MB,INFO,2026-01-20T09:25:07.3414050Z
EVT-000009147,2026-01-21T00:55:52.3414070Z,SYS-0496,api,ingest,node-06,queue_depth,490,count,INFO,2026-01-21T00:56:18.3414070Z
EVT-000009148,2026-01-20T08:08:36.3414090Z,SYS-0152,api,ingest,node-44,cpu_usage,43.64,%,INFO,2026-01-20T08:08:55.3414090Z
EVT-000009149,2026-01-25T09:01:36.3414110Z,SYS-0061,db,auth,node-39,queue_depth,2898,count,INFO,2026-01-25T09:01:42.3414110Z
EVT-000009150,2026-01-20T15:25:56.3414130Z,SYS-0404,cache,ingest,node-33,cpu_usage,86.85,%,ERROR,2026-01-20T15:26:14.3414130Z
EVT-000009151,2026-01-22T00:36:07.3414150Z,SYS-0308,api,dispatcher,node-07,latency_ms,60.7,ms,INFO,2026-01-22T00:36:27.3414150Z
EVT-000009152,2026-01-25T19:05:42.3414170Z,SYS-0298,worker,dispatcher,node-20,latency_ms,1325.1,ms,ERROR,2026-01-25T19:06:04.3414170Z
EVT-000009153,2026-01-25T17:25:03.3414200Z,SYS-0289,api,sync,node-46,mem_usage,6430,MB,INFO,2026-01-25T17:25:15.3414200Z
EVT-000009154,2026-01-22T03:55:34.3414240Z,SYS-0454,db,sync,node-39,mem_usage,7377,MB,INFO,2026-01-22T03:55:45.3414240Z
EVT-000009155,2026-01-22T11:19:41.3414260Z,SYS-0093,api,sync,node-09,queue_depth,4277,count,INFO,2026-01-22T11:19:43.3414260Z
EVT-000009156,2026-01-25T07:48:17.3414270Z,SYS-0393,worker,auth,node-04,queue_depth,4340,count,INFO,2026-01-25T07:48:44.3414270Z
EVT-000009157,2026-01-25T13:32:33.3414290Z,SYS-0347,cache,auth,node-04,queue_depth,72,count,INFO,2026-01-25T13:32:45.3414290Z
EVT-000009158,2026-01-24T21:17:26.3414310Z,SYS-0434,worker,auth,node-22,queue_depth,4751,count,INFO,2026-01-24T21:17:37.3414310Z
EVT-000009159,2026-01-26T04:55:21.3414330Z,SYS-0389,db,auth,node-44,queue_depth,164,count,INFO,2026-01-26T04:55:42.3414330Z
EVT-000009160,2026-01-21T10:07:01.3414350Z,SYS-0213,worker,auth,node-44,latency_ms,220,ms,INFO,2026-01-21T10:07:02.3414350Z
EVT-000009161,2026-01-21T00:10:58.3414370Z,SYS-0135,worker,auth,node-19,cpu_usage,62.78,%,INFO,2026-01-21T00:11:03.3414370Z
EVT-000009162,2026-01-24T17:20:53.3414400Z,SYS-0405,cache,sync,node-09,queue_depth,1203,count,INFO,2026-01-24T17:21:18.3414400Z
EVT-000009163,2026-01-24T22:21:34.3414420Z,SYS-0082,cache,sync,node-49,queue_depth,1863,count,INFO,2026-01-24T22:21:53.3414420Z
EVT-000009164,2026-01-24T03:02:35.3414440Z,SYS-0427,worker,ingest,node-10,latency_ms,524.6,ms,INFO,2026-01-24T03:02:56.3414440Z
EVT-000009165,2026-01-25T10:00:47.3414460Z,SYS-0298,api,auth,node-18,latency_ms,1448.5,ms,ERROR,2026-01-25T10:00:51.3414460Z
EVT-000009166,2026-01-26T14:47:26.3414480Z,SYS-0359,api,auth,node-38,queue_depth,4822,count,INFO,2026-01-26T14:47:31.3414480Z
EVT-000009167,2026-01-24T13:16:50.3414500Z,SYS-0481,worker,ingest,node-09,latency_ms,1265.8,ms,ERROR,2026-01-24T13:17:16.3414500Z
EVT-000009168,2026-01-25T03:43:02.3414510Z,SYS-0024,worker,ingest,node-38,latency_ms,1043.1,ms,WARN,2026-01-25T03:43:15.3414510Z
EVT-000009169,2026-01-20T07:54:44.3414530Z,SYS-0201,db,ingest,node-23,cpu_usage,93.99,%,ERROR,2026-01-20T07:54:50.3414530Z
EVT-000009170,2026-01-20T16:54:03.3414550Z,SYS-0280,api,sync,node-31,mem_usage,18239,MB,INFO,2026-01-20T16:54:29.3414550Z
EVT-000009171,2026-01-21T00:45:12.3414580Z,SYS-0143,worker,auth,node-29,queue_depth,1291,count,INFO,2026-01-21T00:45:34.3414580Z
EVT-000009172,2026-01-26T04:17:19.3414600Z,SYS-0401,worker,sync,node-21,mem_usage,16369,MB,INFO,2026-01-26T04:17:19.3414600Z
EVT-000009173,2026-01-26T10:32:46.3414620Z,SYS-0373,db,sync,node-08,mem_usage,20439,MB,INFO,2026-01-26T10:33:15.3414620Z
EVT-000009174,2026-01-22T22:18:57.3414640Z,SYS-0160,db,ingest,node-34,queue_depth,3760,count,INFO,2026-01-22T22:19:11.3414640Z
EVT-000009175,2026-01-21T06:12:05.3414660Z,SYS-0255,db,sync,node-26,mem_usage,23296,MB,INFO,2026-01-21T06:12:09.3414660Z
EVT-000009176,2026-01-21T20:28:51.3414680Z,SYS-0347,cache,ingest,node-40,queue_depth,2804,count,INFO,2026-01-21T20:28:52.3414680Z
EVT-000009177,2026-01-23T15:43:46.3414700Z,SYS-0008,api,dispatcher,node-33,cpu_usage,74.03,%,WARN,2026-01-23T15:44:05.3414700Z
EVT-000009178,2026-01-25T20:15:00.3414720Z,SYS-0181,worker,sync,node-05,queue_depth,963,count,INFO,2026-01-25T20:15:01.3414720Z
EVT-000009179,2026-01-23T04:26:02.3414740Z,SYS-0331,cache,dispatcher,node-40,cpu_usage,61.23,%,INFO,2026-01-23T04:26:02.3414740Z
EVT-000009180,2026-01-25T02:00:25.3414760Z,SYS-0387,api,sync,node-28,latency_ms,461.9,ms,INFO,2026-01-25T02:00:47.3414760Z
EVT-000009181,2026-01-25T01:02:44.3414780Z,SYS-0380,db,ingest,node-16,latency_ms,1424.7,ms,ERROR,2026-01-25T01:03:06.3414780Z
EVT-000009182,2026-01-23T15:50:02.3414800Z,SYS-0062,cache,auth,node-10,mem_usage,24563,MB,INFO,2026-01-23T15:50:17.3414800Z
EVT-000009183,2026-01-26T21:47:17.3414820Z,SYS-0315,db,auth,node-42,queue_depth,4744,count,INFO,2026-01-26T21:47:28.3414820Z
EVT-000009184,2026-01-22T07:21:19.3414840Z,SYS-0336,cache,dispatcher,node-47,mem_usage,30724,MB,INFO,2026-01-22T07:21:20.3414840Z
EVT-000009185,2026-01-25T22:49:13.3414860Z,SYS-0481,db,sync,node-04,queue_depth,4354,count,INFO,2026-01-25T22:49:34.3414860Z
EVT-000009186,2026-01-23T03:03:34.3414880Z,SYS-0260,api,ingest,node-11,mem_usage,12663,MB,INFO,2026-01-23T03:03:34.3414880Z
EVT-000009187,2026-01-26T10:16:53.3414900Z,SYS-0361,cache,dispatcher,node-18,cpu_usage,46.05,%,INFO,2026-01-26T10:17:17.3414900Z
EVT-000009188,2026-01-24T02:29:14.3414930Z,SYS-0259,worker,ingest,node-02,cpu_usage,36.37,%,INFO,2026-01-24T02:29:19.3414930Z
EVT-000009189,2026-01-20T07:50:23.3414950Z,SYS-0057,api,auth,node-47,mem_usage,14114,MB,INFO,2026-01-20T07:50:45.3414950Z
EVT-000009190,2026-01-20T17:32:11.3414960Z,SYS-0216,worker,sync,node-24,mem_usage,27027,MB,INFO,2026-01-20T17:32:19.3414960Z
EVT-000009191,2026-01-20T20:32:18.3414980Z,SYS-0134,cache,auth,node-17,cpu_usage,35.84,%,INFO,2026-01-20T20:32:33.3414980Z
EVT-000009192,2026-01-22T12:38:13.3415000Z,SYS-0196,db,ingest,node-12,cpu_usage,18.75,%,INFO,2026-01-22T12:38:18.3415000Z
EVT-000009193,2026-01-22T22:29:56.3415020Z,SYS-0365,db,auth,node-19,cpu_usage,61.7,%,INFO,2026-01-22T22:30:04.3415020Z
EVT-000009194,2026-01-23T07:59:57.3415040Z,SYS-0494,api,dispatcher,node-36,cpu_usage,61.74,%,INFO,2026-01-23T08:00:17.3415040Z
EVT-000009195,2026-01-26T00:42:20.3415060Z,SYS-0181,worker,dispatcher,node-09,cpu_usage,14.81,%,INFO,2026-01-26T00:42:43.3415060Z
EVT-000009196,2026-01-23T10:12:07.3415080Z,SYS-0097,db,ingest,node-44,latency_ms,1129.5,ms,WARN,2026-01-23T10:12:15.3415080Z
EVT-000009197,2026-01-26T04:23:01.3415100Z,SYS-0382,api,ingest,node-37,queue_depth,2778,count,INFO,2026-01-26T04:23:20.3415100Z
EVT-000009198,2026-01-24T13:40:16.3415120Z,SYS-0132,cache,sync,node-42,mem_usage,6275,MB,INFO,2026-01-24T13:40:38.3415120Z
EVT-000009199,2026-01-26T18:53:34.3415140Z,SYS-0489,cache,dispatcher,node-43,mem_usage,16130,MB,INFO,2026-01-26T18:53:52.3415140Z
EVT-000009200,2026-01-24T03:36:40.3415160Z,SYS-0174,worker,auth,node-21,cpu_usage,70.13,%,WARN,2026-01-24T03:36:47.3415160Z
EVT-000009201,2026-01-20T11:26:43.3415180Z,SYS-0318,db,dispatcher,node-48,latency_ms,1219.9,ms,ERROR,2026-01-20T11:27:07.3415180Z
EVT-000009202,2026-01-24T17:40:15.3415210Z,SYS-0108,api,dispatcher,node-09,latency_ms,501.3,ms,INFO,2026-01-24T17:40:15.3415210Z
EVT-000009203,2026-01-21T00:04:18.3415220Z,SYS-0177,cache,dispatcher,node-49,latency_ms,1026,ms,WARN,2026-01-21T00:04:26.3415220Z
EVT-000009204,2026-01-23T05:41:52.3415240Z,SYS-0050,api,sync,node-20,mem_usage,23735,MB,INFO,2026-01-23T05:42:08.3415240Z
EVT-000009205,2026-01-21T00:38:14.3415270Z,SYS-0253,api,auth,node-38,cpu_usage,41.22,%,INFO,2026-01-21T00:38:19.3415270Z
EVT-000009206,2026-01-21T04:38:43.3415290Z,SYS-0458,api,ingest,node-14,queue_depth,4431,count,INFO,2026-01-21T04:38:43.3415290Z
EVT-000009207,2026-01-24T14:56:35.3415310Z,SYS-0490,api,auth,node-14,latency_ms,681.4,ms,INFO,2026-01-24T14:57:03.3415310Z
EVT-000009208,2026-01-24T05:26:34.3415330Z,SYS-0381,db,dispatcher,node-37,mem_usage,18473,MB,INFO,2026-01-24T05:26:48.3415330Z
EVT-000009209,2026-01-21T15:00:10.3415350Z,SYS-0279,worker,ingest,node-33,cpu_usage,57.02,%,INFO,2026-01-21T15:00:38.3415350Z
EVT-000009210,2026-01-22T06:44:10.3415370Z,SYS-0459,db,auth,node-40,cpu_usage,60.11,%,INFO,2026-01-22T06:44:16.3415370Z
EVT-000009211,2026-01-22T03:12:18.3415380Z,SYS-0137,worker,sync,node-11,queue_depth,1456,count,INFO,2026-01-22T03:12:19.3415380Z
EVT-000009212,2026-01-21T20:29:39.3415400Z,SYS-0370,api,auth,node-26,queue_depth,651,count,INFO,2026-01-21T20:29:49.3415400Z
EVT-000009213,2026-01-20T22:15:10.3415420Z,SYS-0323,api,ingest,node-10,cpu_usage,23.03,%,INFO,2026-01-20T22:15:22.3415420Z
