event_id,occurred_at,system_id,system_type,component,host,metric_name,metric_value,metric_unit,severity,reported_at
EVT-000007359,2026-01-20T12:26:34.3128920Z,SYS-0128,api,ingest,node-12,queue_depth,3241,count,INFO,2026-01-20T12:26:36.3128920Z
EVT-000007360,2026-01-20T19:45:24.3128950Z,SYS-0299,api,sync,node-38,latency_ms,365.9,ms,INFO,2026-01-20T19:45:32.3128950Z
EVT-000007361,2026-01-20T14:36:12.3129000Z,SYS-0292,db,sync,node-37,queue_depth,4238,count,INFO,2026-01-20T14:36:19.3129000Z
EVT-000007362,2026-01-26T20:49:01.3129030Z,SYS-0406,db,dispatcher,node-26,latency_ms,651.7,ms,INFO,2026-01-26T20:49:05.3129030Z
EVT-000007363,2026-01-26T09:07:07.3129070Z,SYS-0221,db,ingest,node-23,latency_ms,1005.4,ms,WARN,2026-01-26T09:07:25.3129070Z
EVT-000007364,2026-01-23T07:10:53.3129100Z,SYS-0437,worker,sync,node-02,cpu_usage,62.17,%,INFO,2026-01-23T07:11:20.3129100Z
EVT-000007365,2026-01-22T07:33:46.3129130Z,SYS-0373,api,auth,node-17,cpu_usage,62.64,%,INFO,2026-01-22T07:33:58.3129130Z
EVT-000007366,2026-01-26T08:10:37.3129170Z,SYS-0092,worker,sync,node-45,queue_depth,2207,count,INFO,2026-01-26T08:10:42.3129170Z
EVT-000007367,2026-01-25T02:45:09.3129200Z,SYS-0065,api,sync,node-13,queue_depth,2211,count,INFO,2026-01-25T02:45:36.3129200Z
EVT-000007368,2026-01-27T00:24:19.3129230Z,SYS-0307,db,dispatcher,node-14,mem_usage,29795,MB,INFO,2026-01-27T00:24:24.3129230Z
EVT-000007369,2026-01-20T14:24:25.3129270Z,SYS-0067,api,dispatcher,node-43,mem_usage,23541,MB,INFO,2026-01-20T14:24:49.3129270Z
EVT-000007370,2026-01-21T02:22:07.3129310Z,SYS-0414,api,sync,node-35,cpu_usage,23.84,%,INFO,2026-01-21T02:22:19.3129310Z
EVT-000007371,2026-01-25T02:48:23.3129350Z,SYS-0136,api,dispatcher,node-03,mem_usage,10415,MB,INFO,2026-01-25T02:48:32.3129350Z
EVT-000007372,2026-01-20T10:58:40.3129380Z,SYS-0397,api,ingest,node-26,latency_ms,631.5,ms,INFO,2026-01-20T10:58:48.3129380Z
EVT-000007373,2026-01-20T21:05:21.3129410Z,SYS-0138,worker,dispatcher,node-35,queue_depth,1266,count,INFO,2026-01-20T21:05:33.3129410Z
EVT-000007374,2026-01-22T09:57:58.3129450Z,SYS-0110,db,sync,node-19,cpu_usage,59.12,%,INFO,2026-01-22T09:58:10.3129450Z
EVT-000007375,2026-01-21T01:36:35.3129480Z,SYS-0414,worker,auth,node-11,cpu_usage,92.5,%,ERROR,2026-01-21T01:36:59.3129480Z
EVT-000007376,2026-01-26T21:52:56.3129510Z,SYS-0360,worker,auth,node-02,cpu_usage,43.48,%,INFO,2026-01-26T21:53:08.3129510Z
EVT-000007377,2026-01-21T21:34:55.3129550Z,SYS-0132,api,sync,node-49,mem_usage,5549,MB,INFO,2026-01-21T21:34:55.3129550Z
EVT-000007378,2026-01-26T04:12:47.3129580Z,SYS-0166,worker,dispatcher,node-38,latency_ms,1382.5,ms,ERROR,2026-01-26T04:12:52.3129580Z
EVT-000007379,2026-01-25T10:39:39.3129630Z,SYS-0280,worker,ingest,node-16,mem_usage,24558,MB,INFO,2026-01-25T10:39:48.3129630Z
EVT-000007380,2026-01-24T08:59:53.3129660Z,SYS-0189,cache,dispatcher,node-11,cpu_usage,83.87,%,WARN,2026-01-24T09:00:16.3129660Z
EVT-000007381,2026-01-20T09:55:56.3129700Z,SYS-0247,api,auth,node-07,cpu_usage,67.78,%,INFO,2026-01-20T09:56:16.3129700Z
EVT-000007382,2026-01-20T15:44:54.3129730Z,SYS-0347,cache,dispatcher,node-26,cpu_usage,14.77,%,INFO,2026-01-20T15:45:18.3129730Z
EVT-000007383,2026-01-27T02:51:24.3129770Z,SYS-0160,cache,sync,node-35,queue_depth,3646,count,INFO,2026-01-27T02:51:39.3129770Z
EVT-000007384,2026-01-21T07:35:21.3129800Z,SYS-0384,api,ingest,node-24,cpu_usage,54.05,%,INFO,2026-01-21T07:35:34.3129800Z
EVT-000007385,2026-01-27T02:57:48.3129840Z,SYS-0043,api,sync,node-44,latency_ms,17.1,ms,INFO,2026-01-27T02:58:13.3129840Z
EVT-000007386,2026-01-26T00:58:33.3129870Z,SYS-0171,api,ingest,node-20,latency_ms,1090.4,ms,WARN,2026-01-26T00:58:41.3129870Z
EVT-000007387,2026-01-26T19:54:10.3129920Z,SYS-0009,api,dispatcher,node-15,mem_usage,23100,MB,INFO,2026-01-26T19:54:32.3129920Z
EVT-000007388,2026-01-23T15:38:52.3129950Z,SYS-0499,db,sync,node-04,cpu_usage,48.49,%,INFO,2026-01-23T15:38:56.3129950Z
EVT-000007389,2026-01-27T03:08:08.3129990Z,SYS-0078,worker,sync,node-05,latency_ms,87.1,ms,INFO,2026-01-27T03:08:17.3129990Z
EVT-000007390,2026-01-22T17:22:38.3130020Z,SYS-0438,db,sync,node-36,cpu_usage,59.33,%,INFO,2026-01-22T17:22:39.3130020Z
EVT-000007391,2026-01-26T20:56:21.3130060Z,SYS-0476,worker,sync,node-48,queue_depth,2732,count,INFO,2026-01-26T20:56:32.3130060Z
EVT-000007392,2026-01-21T18:47:11.3130090Z,SYS-0495,db,dispatcher,node-10,queue_depth,4724,count,INFO,2026-01-21T18:47:36.3130090Z
EVT-000007393,2026-01-24T04:08:06.3130120Z,SYS-0256,worker,sync,node-22,mem_usage,2651,MB,INFO,2026-01-24T04:08:34.3130120Z
EVT-000007394,2026-01-22T14:52:28.3130160Z,SYS-0091,db,sync,node-40,mem_usage,11059,MB,INFO,2026-01-22T14:52:39.3130160Z
EVT-000007395,2026-01-23T17:19:45.3130190Z,SYS-0486,worker,auth,node-37,cpu_usage,52.84,%,INFO,2026-01-23T17:20:03.3130190Z
EVT-000007396,2026-01-22T10:00:18.3130250Z,SYS-0190,api,auth,node-17,cpu_usage,79.01,%,WARN,2026-01-22T10:00:45.3130250Z
EVT-000007397,2026-01-21T19:12:37.3130280Z,SYS-0417,worker,auth,node-32,mem_usage,6603,MB,INFO,2026-01-21T19:13:03.3130280Z
EVT-000007398,2026-01-26T23:38:10.3130320Z,SYS-0455,db,dispatcher,node-04,cpu_usage,26.78,%,INFO,2026-01-26T23:38:29.3130320Z
EVT-000007399,2026-01-21T06:59:16.3130350Z,SYS-0428,worker,auth,node-15,latency_ms,49.2,ms,INFO,2026-01-21T06:59:45.3130350Z
EVT-000007400,2026-01-21T14:17:16.3130380Z,SYS-0488,db,auth,node-11,latency_ms,165.8,ms,INFO,2026-01-21T14:17:26.3130380Z
EVT-000007401,2026-01-26T21:49:42.3130420Z,SYS-0449,worker,dispatcher,node-42,cpu_usage,6.13,%,INFO,2026-01-26T21:50:05.3130420Z
EVT-000007402,2026-01-23T19:49:31.3130460Z,SYS-0279,api,dispatcher,node-26,queue_depth,2118,count,INFO,2026-01-23T19:49:35.3130460Z
EVT-000007403,2026-01-26T12:10:01.3130490Z,SYS-0018,worker,sync,node-33,queue_depth,1891,count,INFO,2026-01-26T12:10:25.3130490Z
EVT-000007404,2026-01-20T16:57:13.3130530Z,SYS-0328,api,ingest,node-35,cpu_usage,55.25,%,INFO,2026-01-20T16:57:37.3130530Z
EVT-000007405,2026-01-23T09:51:26.3130580Z,SYS-0353,worker,auth,node-32,mem_usage,6212,MB,INFO,2026-01-23T09:51:51.3130580Z
EVT-000007406,2026-01-25T11:50:05.3130610Z,SYS-0227,worker,ingest,node-30,cpu_usage,34.93,%,INFO,2026-01-25T11:50:21.3130610Z
EVT-000007407,2026-01-21T22:19:00.3130650Z,SYS-0081,cache,auth,node-25,queue_depth,638,count,INFO,2026-01-21T22:19:15.3130650Z
EVT-000007408,2026-01-22T13:48:51.3130680Z,SYS-0196,api,auth,node-44,mem_usage,11099,MB,INFO,2026-01-22T13:49:20.3130680Z
EVT-000007409,2026-01-21T03:13:08.3130720Z,SYS-0151,api,dispatcher,node-15,cpu_usage,80.81,%,WARN,2026-01-21T03:13:33.3130720Z
EVT-000007410,2026-01-22T20:57:31.3130750Z,SYS-0455,db,auth,node-09,queue_depth,2476,count,INFO,2026-01-22T20:57:40.3130750Z
EVT-000007411,2026-01-25T23:11:54.3130790Z,SYS-0494,api,ingest,node-10,mem_usage,13891,MB,INFO,2026-01-25T23:12:11.3130790Z
EVT-000007412,2026-01-23T17:17:39.3130820Z,SYS-0343,db,auth,node-06,latency_ms,987.5,ms,WARN,2026-01-23T17:17:42.3130820Z
EVT-000007413,2026-01-25T01:56:28.3130870Z,SYS-0389,db,sync,node-08,queue_depth,4708,count,INFO,2026-01-25T01:56:37.3130870Z
EVT-000007414,2026-01-20T23:22:14.3130900Z,SYS-0035,worker,ingest,node-01,latency_ms,883.3,ms,WARN,2026-01-20T23:22:40.3130900Z
EVT-000007415,2026-01-22T20:53:28.3130940Z,SYS-0274,cache,dispatcher,node-12,latency_ms,719.8,ms,INFO,2026-01-22T20:53:54.3130940Z
EVT-000007416,2026-01-21T01:41:46.3130970Z,SYS-0428,api,ingest,node-30,queue_depth,3800,count,INFO,2026-01-21T01:41:53.3130970Z
EVT-000007417,2026-01-21T14:50:59.3131010Z,SYS-0068,api,sync,node-44,cpu_usage,46.28,%,INFO,2026-01-21T14:51:00.3131010Z
EVT-000007418,2026-01-22T12:26:19.3131040Z,SYS-0407,api,auth,node-03,latency_ms,272.8,ms,INFO,2026-01-22T12:26:22.3131040Z
EVT-000007419,2026-01-24T19:38:12.3131070Z,SYS-0384,worker,ingest,node-06,latency_ms,408.7,ms,INFO,2026-01-24T19:38:21.3131070Z
EVT-000007420,2026-01-22T02:55:42.3131110Z,SYS-0066,worker,sync,node-15,mem_usage,23191,MB,INFO,2026-01-22T02:55:51.3131110Z
EVT-000007421,2026-01-22T06:52:06.3131140Z,SYS-0224,worker,dispatcher,node-40,cpu_usage,5.67,%,INFO,2026-01-22T06:52:08.3131140Z
EVT-000007422,2026-01-26T17:38:44.3131180Z,SYS-0039,cache,sync,node-28,mem_usage,18383,MB,INFO,2026-01-26T17:39:04.3131180Z
EVT-000007423,2026-01-23T15:27:09.3131220Z,SYS-0282,db,dispatcher,node-12,cpu_usage,74.05,%,WARN,2026-01-23T15:27:35.3131220Z
EVT-000007424,2026-01-22T03:30:52.3131260Z,SYS-0380,api,ingest,node-39,cpu_usage,50.04,%,INFO,2026-01-22T03:30:55.3131260Z
EVT-000007425,2026-01-20T19:16:04.3131290Z,SYS-0253,cache,ingest,node-24,mem_usage,27931,MB,INFO,2026-01-20T19:16:26.3131290Z
EVT-000007426,2026-01-20T13:17:36.3131330Z,SYS-0326,worker,auth,node-44,latency_ms,1188.9,ms,WARN,2026-01-20T13:17:53.3131330Z
EVT-000007427,2026-01-26T10:50:12.3131360Z,SYS-0176,db,ingest,node-40,latency_ms,732.8,ms,INFO,2026-01-26T10:50:32.3131360Z
EVT-000007428,2026-01-20T15:48:47.3131400Z,SYS-0418,cache,auth,node-05,mem_usage,30055,MB,INFO,2026-01-20T15:49:04.3131400Z
EVT-000007429,2026-01-24T14:24:43.3131430Z,SYS-0068,worker,auth,node-27,latency_ms,894,ms,WARN,2026-01-24T14:25:04.3131430Z
EVT-000007430,2026-01-27T01:23:48.3131470Z,SYS-0302,api,ingest,node-36,queue_depth,3062,count,INFO,2026-01-27T01:24:17.3131470Z
EVT-000007431,2026-01-25T15:16:55.3131510Z,SYS-0071,api,sync,node-27,latency_ms,1377,ms,ERROR,2026-01-25T15:16:55.3131510Z
EVT-000007432,2026-01-23T16:24:42.3131550Z,SYS-0353,cache,ingest,node-16,latency_ms,1230.5,ms,ERROR,2026-01-23T16:25:03.3131550Z
EVT-000007433,2026-01-22T19:15:54.3131580Z,SYS-0268,worker,dispatcher,node-27,queue_depth,2018,count,INFO,2026-01-22T19:16:16.3131580Z
EVT-000007434,2026-01-20T14:21:21.3131610Z,SYS-0127,api,auth,node-41,latency_ms,568.8,ms,INFO,2026-01-20T14:21:27.3131610Z
EVT-000007435,2026-01-21T12:28:59.3131650Z,SYS-0489,api,dispatcher,node-05,mem_usage,13335,MB,INFO,2026-01-21T12:29:05.3131650Z
EVT-000007436,2026-01-20T21:10:39.3131680Z,SYS-0045,api,dispatcher,node-01,latency_ms,95.8,ms,INFO,2026-01-20T21:11:02.3131680Z
EVT-000007437,2026-01-25T13:11:25.3131720Z,SYS-0283,cache,auth,node-14,latency_ms,731.3,ms,INFO,2026-01-25T13:11:47.3131720Z
EVT-000007438,2026-01-26T06:21:43.3131750Z,SYS-0275,db,sync,node-37,queue_depth,2028,count,INFO,2026-01-26T06:21:52.3131750Z
EVT-000007439,2026-01-25T13:50:06.3131790Z,SYS-0496,worker,sync,node-36,latency_ms,638,ms,INFO,2026-01-25T13:50:10.3131790Z
EVT-000007440,2026-01-21T11:57:21.3131830Z,SYS-0322,db,sync,node-35,queue_depth,3068,count,INFO,2026-01-21T11:57:26.3131830Z
EVT-000007441,2026-01-24T14:29:31.3131860Z,SYS-0064,worker,sync,node-02,cpu_usage,64.16,%,INFO,2026-01-24T14:29:45.3131860Z
EVT-000007442,2026-01-23T13:20:55.3131890Z,SYS-0424,api,ingest,node-41,cpu_usage,11.48,%,INFO,2026-01-23T13:21:15.3131890Z
EVT-000007443,2026-01-20T15:57:04.3131930Z,SYS-0447,db,auth,node-26,queue_depth,893,count,INFO,2026-01-20T15:57:08.3131930Z
EVT-000007444,2026-01-25T23:22:15.3131960Z,SYS-0317,api,ingest,node-16,cpu_usage,52.11,%,INFO,2026-01-25T23:22:43.3131960Z
EVT-000007445,2026-01-26T02:12:21.3132000Z,SYS-0426,api,ingest,node-14,cpu_usage,14.58,%,INFO,2026-01-26T02:12:30.3132000Z
EVT-000007446,2026-01-27T02:15:58.3132030Z,SYS-0025,cache,dispatcher,node-32,latency_ms,608.1,ms,INFO,2026-01-27T02:16:15.3132030Z
EVT-000007447,2026-01-23T20:59:58.3132070Z,SYS-0009,cache,dispatcher,node-03,queue_depth,1417,count,INFO,2026-01-23T21:00:26.3132070Z
EVT-000007448,2026-01-23T22:29:07.3132110Z,SYS-0244,api,sync,node-06,cpu_usage,9.84,%,INFO,2026-01-23T22:29:16.3132110Z
EVT-000007449,2026-01-23T11:40:55.3132150Z,SYS-0024,db,dispatcher,node-02,mem_usage,8036,MB,INFO,2026-01-23T11:41:18.3132150Z
EVT-000007450,2026-01-25T08:41:01.3132180Z,SYS-0176,db,sync,node-44,mem_usage,10034,MB,INFO,2026-01-25T08:41:08.3132180Z
EVT-000007451,2026-01-24T18:52:19.3132220Z,SYS-0025,api,sync,node-13,queue_depth,599,count,INFO,2026-01-24T18:52:36.3132220Z
EVT-000007452,2026-01-24T23:07:40.3132250Z,SYS-0306,db,dispatcher,node-03,queue_depth,234,count,INFO,2026-01-24T23:08:09.3132250Z
EVT-000007453,2026-01-26T10:10:24.3132290Z,SYS-0188,db,ingest,node-14,mem_usage,31841,MB,INFO,2026-01-26T10:10:47.3132290Z
EVT-000007454,2026-01-22T16:03:03.3132320Z,SYS-0119,api,ingest,node-45,latency_ms,898.9,ms,WARN,2026-01-22T16:03:08.3132320Z
EVT-000007455,2026-01-22T20:56:30.3132350Z,SYS-0423,api,auth,node-47,latency_ms,311.3,ms,INFO,2026-01-22T20:56:57.3132350Z
EVT-000007456,2026-01-26T16:15:36.3132390Z,SYS-0128,worker,sync,node-40,mem_usage,15938,MB,INFO,2026-01-26T16:15:45.3132390Z
EVT-000007457,2026-01-21T11:24:37.3132430Z,SYS-0186,worker,ingest,node-37,queue_depth,4884,count,INFO,2026-01-21T11:24:39.3132430Z
EVT-000007458,2026-01-21T20:00:44.3132470Z,SYS-0482,db,auth,node-34,mem_usage,14687,MB,INFO,2026-01-21T20:00:44.3132470Z
EVT-000007459,2026-01-25T12:17:37.3132500Z,SYS-0009,db,auth,node-28,latency_ms,574.9,ms,INFO,2026-01-25T12:17:42.3132500Z
EVT-000007460,2026-01-24T18:45:10.3132530Z,SYS-0469,db,auth,node-01,queue_depth,1567,count,INFO,2026-01-24T18:45:32.3132530Z
EVT-000007461,2026-01-23T19:57:41.3132570Z,SYS-0479,worker,ingest,node-16,cpu_usage,85.92,%,ERROR,2026-01-23T19:58:07.3132570Z
EVT-000007462,2026-01-23T15:07:26.3132600Z,SYS-0172,cache,dispatcher,node-12,cpu_usage,89.9,%,ERROR,2026-01-23T15:07:50.3132600Z
EVT-000007463,2026-01-24T23:08:00.3132640Z,SYS-0325,worker,dispatcher,node-41,mem_usage,17141,MB,INFO,2026-01-24T23:08:29.3132640Z
EVT-000007464,2026-01-23T14:01:52.3132670Z,SYS-0124,worker,dispatcher,node-03,latency_ms,1230.4,ms,ERROR,2026-01-23T14:02:11.3132670Z
EVT-000007465,2026-01-20T15:55:26.3132710Z,SYS-0087,worker,ingest,node-01,latency_ms,686.8,ms,INFO,2026-01-20T15:55:29.3132710Z
EVT-000007466,2026-01-27T04:38:37.3132750Z,SYS-0065,worker,auth,node-49,mem_usage,620,MB,INFO,2026-01-27T04:39:06.3132750Z
EVT-000007467,2026-01-23T20:39:18.3132780Z,SYS-0077,api,sync,node-08,queue_depth,2581,count,INFO,2026-01-23T20:39:31.3132780Z
EVT-000007468,2026-01-20T18:11:23.3132810Z,SYS-0040,db,auth,node-37,cpu_usage,44.06,%,INFO,2026-01-20T18:11:38.3132810Z
EVT-000007469,2026-01-20T21:31:42.3132850Z,SYS-0238,worker,auth,node-45,cpu_usage,49.08,%,INFO,2026-01-20T21:31:47.3132850Z
EVT-000007470,2026-01-23T00:17:29.3132880Z,SYS-0237,db,ingest,node-47,mem_usage,10834,MB,INFO,2026-01-23T00:17:36.3132880Z
EVT-000007471,2026-01-26T09:23:31.3132910Z,SYS-0167,cache,dispatcher,node-36,mem_usage,12223,MB,INFO,2026-01-26T09:23:50.3132910Z
EVT-000007472,2026-01-26T23:41:55.3132950Z,SYS-0398,worker,dispatcher,node-19,mem_usage,6291,MB,INFO,2026-01-26T23:42:15.3132950Z
EVT-000007473,2026-01-21T19:47:59.3132980Z,SYS-0209,db,ingest,node-04,latency_ms,157.7,ms,INFO,2026-01-21T19:48:18.3132980Z
EVT-000007474,2026-01-26T06:47:22.3133030Z,SYS-0159,api,ingest,node-43,latency_ms,809.2,ms,WARN,2026-01-26T06:47:44.3133030Z
EVT-000007475,2026-01-26T16:54:01.3133060Z,SYS-0469,cache,sync,node-14,queue_depth,937,count,INFO,2026-01-26T16:54:04.3133060Z
EVT-000007476,2026-01-21T11:59:29.3133090Z,SYS-0108,worker,auth,node-47,queue_depth,2605,count,INFO,2026-01-21T11:59:37.3133090Z
EVT-000007477,2026-01-25T01:32:57.3133130Z,SYS-0316,api,ingest,node-31,latency_ms,805.1,ms,WARN,2026-01-25T01:33:04.3133130Z
EVT-000007478,2026-01-21T07:34:48.3133160Z,SYS-0025,api,sync,node-15,queue_depth,1203,count,INFO,2026-01-21T07:34:55.3133160Z
EVT-000007479,2026-01-26T02:52:24.3133190Z,SYS-0075,api,sync,node-28,latency_ms,1145.5,ms,WARN,2026-01-26T02:52:30.3133190Z
EVT-000007480,2026-01-26T09:34:06.3133230Z,SYS-0307,worker,dispatcher,node-27,latency_ms,1237.8,ms,ERROR,2026-01-26T09:34:29.3133230Z
EVT-000007481,2026-01-20T12:04:45.3133260Z,SYS-0173,worker,auth,node-40,cpu_usage,50.49,%,INFO,2026-01-20T12:04:57.3133260Z
EVT-000007482,2026-01-24T06:09:00.3133290Z,SYS-0260,api,auth,node-16,latency_ms,1163.3,ms,WARN,2026-01-24T06:09:29.3133290Z
EVT-000007483,2026-01-23T11:32:26.3133340Z,SYS-0284,cache,dispatcher,node-19,cpu_usage,27.8,%,INFO,2026-01-23T11:32:52.3133340Z
EVT-000007484,2026-01-25T12:00:06.3133370Z,SYS-0426,worker,auth,node-20,queue_depth,3859,count,INFO,2026-01-25T12:00:12.3133370Z
EVT-000007485,2026-01-25T09:24:08.3133410Z,SYS-0058,db,dispatcher,node-15,latency_ms,51.3,ms,INFO,2026-01-25T09:24:27.3133410Z
EVT-000007486,2026-01-23T23:54:11.3133440Z,SYS-0114,api,auth,node-29,queue_depth,4206,count,INFO,2026-01-23T23:54:36.3133440Z
EVT-000007487,2026-01-22T04:29:48.3133470Z,SYS-0497,cache,dispatcher,node-08,cpu_usage,72.16,%,WARN,2026-01-22T04:29:50.3133470Z
EVT-000007488,2026-01-22T02:08:12.3133510Z,SYS-0428,worker,dispatcher,node-35,mem_usage,18663,MB,INFO,2026-01-22T02:08:34.3133510Z
EVT-000007489,2026-01-20T08:34:45.3133540Z,SYS-0472,cache,auth,node-08,latency_ms,183.2,ms,INFO,2026-01-20T08:35:01.3133540Z
EVT-000007490,2026-01-24T19:28:44.3133570Z,SYS-0293,api,auth,node-03,cpu_usage,90.75,%,ERROR,2026-01-24T19:28:44.3133570Z
EVT-000007491,2026-01-25T16:57:26.3133620Z,SYS-0421,api,sync,node-40,latency_ms,147,ms,INFO,2026-01-25T16:57:37.3133620Z
